bin,op,type,m,n,batch,med_ms,mean_ms,relsd,GFLOPs,geqrf_res,ortho,recon,ws_bytes,route,cta_max_elems,flag
qrbench_v,geqrf,double,256,256,128,66.9590,66.9932,0.0009,42.76,2.381e-15,-1,-1,1536,vendor:auto,12160,ok
qrbench_nv,geqrf,double,256,256,128,5.6373,5.6386,0.0004,507.92,2.159e-15,-1,-1,12320768,native:blocked,12160,ok
qrbench_v,geqrf,double,256,256,512,91.5404,91.5333,0.0002,125.12,2.488e-15,-1,-1,6144,vendor:auto,12160,ok
qrbench_nv,geqrf,double,256,256,512,18.4512,18.4503,0.0002,620.73,2.215e-15,-1,-1,49283072,native:blocked,12160,ok
qrbench_v,geqrf,double,256,256,2048,229.1303,229.1130,0.0017,199.94,1.972e-15,-1,-1,24576,vendor:auto,12160,ok
qrbench_nv,geqrf,double,256,256,2048,72.1674,72.1570,0.0003,634.82,2.020e-15,-1,-1,197132288,native:blocked,12160,ok
qrbench_v,geqrf,cfloat,256,256,32,37.6146,37.6303,0.0012,19.03,5.416e-07,-1,-1,1024,vendor:auto,12160,ok
qrbench_nv,geqrf,cfloat,256,256,32,4.6944,4.6943,0.0002,152.49,6.731e-07,-1,-1,6029312,native:blocked,12160,ok
qrbench_v,geqrf,cfloat,256,256,128,44.1340,44.1128,0.0016,64.88,4.592e-07,-1,-1,1536,vendor:auto,12160,ok
qrbench_nv,geqrf,cfloat,256,256,128,5.7478,5.7479,0.0001,498.15,6.783e-07,-1,-1,24117248,native:blocked,12160,ok
qrbench_v,geqrf,cfloat,256,256,512,76.7252,76.7270,0.0004,149.28,5.842e-07,-1,-1,6144,vendor:auto,12160,ok
qrbench_nv,geqrf,cfloat,256,256,512,13.0256,13.0273,0.0003,879.29,6.783e-07,-1,-1,96468992,native:blocked,12160,ok
qrbench_v,geqrf,cfloat,256,256,2048,228.2387,228.3993,0.0020,200.72,4.592e-07,-1,-1,24576,vendor:auto,12160,ok
qrbench_nv,geqrf,cfloat,256,256,2048,44.4352,44.4144,0.0011,1031.01,6.783e-07,-1,-1,385875968,native:blocked,12160,ok
qrbench_v,geqrf,cdouble,256,256,32,130.2588,130.2479,0.0005,5.50,1.959e-15,-1,-1,1024,vendor:auto,6080,ok
qrbench_nv,geqrf,cdouble,256,256,32,21.3336,21.3340,0.0001,33.55,2.634e-15,-1,-1,12058624,native:blocked,6080,ok
qrbench_v,geqrf,cdouble,256,256,128,139.0347,139.0140,0.0004,20.59,1.959e-15,-1,-1,1536,vendor:auto,6080,ok
qrbench_nv,geqrf,cdouble,256,256,128,37.9462,37.9458,0.0001,75.46,2.772e-15,-1,-1,48234496,native:blocked,6080,ok
qrbench_v,geqrf,cdouble,256,256,512,162.5665,162.5526,0.0003,70.45,2.397e-15,-1,-1,6144,vendor:auto,6080,ok
qrbench_nv,geqrf,cdouble,256,256,512,130.1328,130.1360,0.0001,88.01,2.772e-15,-1,-1,192937984,native:blocked,6080,ok
qrbench_v,geqrf,cdouble,256,256,2048,435.1683,435.6777,0.0025,105.28,2.055e-15,-1,-1,24576,vendor:auto,6080,ok
qrbench_nv,geqrf,cdouble,256,256,2048,519.5932,519.6179,0.0001,88.17,2.772e-15,-1,-1,771751936,native:blocked,6080,ok
qrbench_v,geqrf,float,1024,1024,8,1203.5478,1203.5654,0.0001,9.52,6.388e-07,-1,-1,1024,vendor:auto,24320,ok
qrbench_nv,geqrf,float,1024,1024,8,15.1147,15.1460,0.0041,757.76,1.408e-06,-1,-1,3112960,native:blocked,24320,ok
qrbench_v,geqrf,float,1024,1024,32,1774.2299,1774.2725,0.0001,25.82,6.388e-07,-1,-1,1024,vendor:auto,24320,ok
qrbench_nv,geqrf,float,1024,1024,32,22.1486,22.1498,0.0001,2068.44,1.408e-06,-1,-1,12451840,native:blocked,24320,ok
qrbench_v,geqrf,float,1024,1024,128,2116.3761,2116.3642,0.0000,86.59,6.388e-07,-1,-1,1536,vendor:auto,24320,ok
qrbench_nv,geqrf,float,1024,1024,128,51.2921,51.2941,0.0002,3572.71,1.408e-06,-1,-1,49807360,native:blocked,24320,ok
qrbench_v,geqrf,float,1024,1024,256,2276.1979,2276.1565,0.0001,161.02,6.670e-07,-1,-1,3072,vendor:auto,24320,ok
qrbench_nv,geqrf,float,1024,1024,256,95.2953,95.2934,0.0001,3845.98,1.408e-06,-1,-1,99614720,native:blocked,24320,ok
qrbench_v,geqrf,double,1024,1024,8,3174.6454,3174.6053,0.0001,3.61,4.756e-15,-1,-1,1024,vendor:auto,12160,ok
qrbench_nv,geqrf,double,1024,1024,8,31.4833,31.4838,0.0001,363.79,5.084e-15,-1,-1,3129344,native:blocked,12160,ok
qrbench_v,geqrf,double,1024,1024,32,4006.8120,4006.8114,0.0000,11.43,3.869e-15,-1,-1,1024,vendor:auto,12160,ok
qrbench_nv,geqrf,double,1024,1024,32,59.5586,59.5599,0.0001,769.21,5.084e-15,-1,-1,12517376,native:blocked,12160,ok
qrbench_v,geqrf,double,1024,1024,128,4268.9939,4269.0443,0.0000,42.93,3.905e-15,-1,-1,1536,vendor:auto,12160,ok
qrbench_nv,geqrf,double,1024,1024,128,169.8300,169.8349,0.0001,1079.03,6.183e-15,-1,-1,50069504,native:blocked,12160,ok
qrbench_v,geqrf,double,1024,1024,256,4487.1647,4489.0601,0.0005,81.68,3.869e-15,-1,-1,3072,vendor:auto,12160,ok
qrbench_nv,geqrf,double,1024,1024,256,333.4674,333.3488,0.0009,1099.07,5.084e-15,-1,-1,100139008,native:blocked,12160,ok
qrbench_v,geqrf,cfloat,1024,1024,8,2509.3848,2509.3980,0.0001,4.56,8.686e-07,-1,-1,1024,vendor:auto,12160,ok
qrbench_nv,geqrf,cfloat,1024,1024,8,34.6294,34.6290,0.0001,330.74,1.419e-06,-1,-1,6225920,native:blocked,12160,ok
qrbench_v,geqrf,cfloat,1024,1024,32,3177.0899,3177.1025,0.0000,14.42,8.686e-07,-1,-1,1024,vendor:auto,12160,ok
qrbench_nv,geqrf,cfloat,1024,1024,32,49.3629,49.3615,0.0002,928.08,1.405e-06,-1,-1,24903680,native:blocked,12160,ok
qrbench_v,geqrf,cfloat,1024,1024,128,3430.5059,3430.5102,0.0000,53.42,8.686e-07,-1,-1,1536,vendor:auto,12160,ok
qrbench_nv,geqrf,cfloat,1024,1024,128,108.8751,108.9166,0.0008,1683.14,1.398e-06,-1,-1,99614720,native:blocked,12160,ok
qrbench_v,geqrf,cfloat,1024,1024,256,3640.8616,3640.8685,0.0000,100.66,8.686e-07,-1,-1,3072,vendor:auto,12160,ok
qrbench_nv,geqrf,cfloat,1024,1024,256,199.6186,199.8347,0.0025,1836.02,1.398e-06,-1,-1,199229440,native:blocked,12160,ok
qrbench_v,geqrf,cdouble,1024,1024,8,5544.3410,5546.4152,0.0008,2.07,5.023e-15,-1,-1,1024,vendor:auto,6080,ok
qrbench_nv,geqrf,cdouble,1024,1024,8,203.0296,203.0293,0.0000,56.41,4.671e-15,-1,-1,12451840,native:blocked,6080,ok
qrbench_v,geqrf,cdouble,1024,1024,32,5773.9564,5773.9514,0.0000,7.93,5.023e-15,-1,-1,1024,vendor:auto,6080,ok
qrbench_nv,geqrf,cdouble,1024,1024,32,436.0933,436.0852,0.0001,105.05,4.733e-15,-1,-1,49807360,native:blocked,6080,ok
qrbench_v,geqrf,cdouble,1024,1024,64,5859.9799,5859.9324,0.0000,15.64,5.098e-15,-1,-1,1024,vendor:auto,6080,ok
qrbench_nv,geqrf,cdouble,1024,1024,64,752.9908,752.9947,0.0001,121.68,4.993e-15,-1,-1,99614720,native:blocked,6080,ok
qrbench_v,geqrf,cdouble,1024,1024,128,5981.3248,5981.2969,0.0000,30.64,5.023e-15,-1,-1,1536,vendor:auto,6080,ok
qrbench_nv,geqrf,cdouble,1024,1024,128,1387.9035,1387.9374,0.0001,132.04,5.214e-15,-1,-1,199229440,native:blocked,6080,ok
