bin,op,type,m,n,batch,med_ms,mean_ms,relsd,GFLOPs,geqrf_res,ortho,recon,ws_bytes,route,cta_max_elems,flag
qrbench_v,orgqr,cdouble,1024,1024,64,798.0237,797.8401,0.0007,114.82,5.098e-15,7.679e-15,4.571e-15,419725312,vendor:auto,6080,ok
qrbench_nv,orgqr,cdouble,1024,1024,64,1065.7525,1065.7777,0.0001,85.97,4.993e-15,4.539e-15,3.898e-15,1175453696,native:blocked,6080,ok
qrbench_v,orgqr,cdouble,1024,1024,128,1598.3426,1598.2364,0.0003,114.65,5.023e-15,7.679e-15,3.900e-15,839450624,vendor:auto,6080,ok
qrbench_nv,orgqr,cdouble,1024,1024,128,2044.0931,2044.0863,0.0000,89.65,5.214e-15,4.654e-15,4.293e-15,2350907392,native:blocked,6080,ok
qrbench_v,orgqr,float,2048,2048,16,27.1772,27.1591,0.0026,6742.85,9.026e-07,1.709e-06,9.692e-07,51404800,vendor:auto,24320,ok
qrbench_nv,orgqr,float,2048,2048,16,81.1917,81.1872,0.0002,2257.03,2.122e-06,3.243e-06,1.996e-06,281083904,native:blocked,24320,ok
qrbench_v,orgqr,float,2048,2048,32,56.6243,56.6101,0.0014,6472.56,8.438e-07,1.867e-06,1.029e-06,102809600,vendor:auto,24320,ok
qrbench_nv,orgqr,float,2048,2048,32,140.1043,140.1230,0.0003,2615.94,1.920e-06,3.243e-06,2.080e-06,562167808,native:blocked,24320,ok
qrbench_v,orgqr,float,2048,2048,64,115.5932,115.5881,0.0003,6341.27,8.438e-07,1.812e-06,8.951e-07,205619200,vendor:auto,24320,ok
qrbench_nv,orgqr,float,2048,2048,64,258.2176,258.2122,0.0000,2838.72,1.920e-06,3.243e-06,1.692e-06,1124335616,native:blocked,24320,ok
qrbench_v,orgqr,float,2048,2048,128,233.2822,233.2758,0.0005,6284.30,8.438e-07,1.995e-06,1.014e-06,411238400,vendor:auto,24320,ok
qrbench_nv,orgqr,float,2048,2048,128,493.9672,493.9657,0.0001,2967.84,1.920e-06,3.243e-06,2.169e-06,2248671232,native:blocked,24320,ok
qrbench_v,orgqr,cfloat,2048,2048,16,45.6736,45.7340,0.0030,4012.20,1.093e-06,2.767e-06,1.502e-06,102801408,vendor:auto,12160,ok
qrbench_nv,orgqr,cfloat,2048,2048,16,178.9592,178.9565,0.0000,1023.99,1.949e-06,2.583e-06,1.908e-06,562167808,native:blocked,12160,ok
qrbench_v,orgqr,cfloat,2048,2048,32,93.3384,93.2160,0.0019,3926.61,1.093e-06,2.767e-06,1.502e-06,205602816,vendor:auto,12160,ok
qrbench_nv,orgqr,cfloat,2048,2048,32,298.3232,298.3255,0.0001,1228.55,1.951e-06,2.668e-06,1.926e-06,1124335616,native:blocked,12160,ok
qrbench_v,orgqr,cfloat,2048,2048,64,188.3693,188.4672,0.0012,3891.33,1.169e-06,3.020e-06,1.502e-06,411205632,vendor:auto,12160,ok
qrbench_nv,orgqr,cfloat,2048,2048,64,536.2819,536.2768,0.0004,1366.83,1.950e-06,2.484e-06,2.033e-06,2248671232,native:blocked,12160,ok
qrbench_v,orgqr,cdouble,2048,2048,16,918.7805,918.6990,0.0002,199.45,5.588e-15,7.130e-15,5.609e-15,205594624,vendor:auto,6080,ok
qrbench_nv,orgqr,cdouble,2048,2048,16,2109.1626,2109.1329,0.0000,86.88,6.828e-15,6.333e-15,5.950e-15,1124335616,native:blocked,6080,ok
qrbench_v,orgqr,cdouble,2048,2048,32,1845.0682,1844.8033,0.0004,198.64,5.660e-15,7.763e-15,4.918e-15,411189248,vendor:auto,6080,ok
qrbench_nv,orgqr,cdouble,2048,2048,32,3992.7790,3992.7717,0.0000,91.79,5.718e-15,6.443e-15,5.744e-15,2248671232,native:blocked,6080,ok
