arm,type,m,n,batch,transA,route,median_ms,mean_ms,rel_sd,GBs,frac_of_950,relerr,ld,out_len,red_len,MB,gpu,foreign
native:cta,cdouble,352,768,512,T,native:cta,2.36946,2.41238,0.0528,938.5,0.988,0.00e+00,352,768,352,2112,0,0
vendor,cdouble,384,768,512,T,vendor:auto,2.69202,2.68555,0.0053,900.9,0.948,0.00e+00,384,768,384,2304,0,0
native:cta,cdouble,384,768,512,T,native:cta,2.58698,2.58647,0.0021,937.5,0.987,0.00e+00,384,768,384,2304,0,0
vendor,cdouble,448,768,512,T,vendor:auto,3.09547,3.09584,0.0028,913.8,0.962,0.00e+00,448,768,448,2688,0,0
native:cta,cdouble,448,768,512,T,native:cta,3.01166,3.04926,0.0411,939.2,0.989,0.00e+00,448,768,448,2688,0,0
vendor,cdouble,512,768,512,T,vendor:auto,3.48175,3.48221,0.0028,928.2,0.977,0.00e+00,512,768,512,3072,0,0
native:cta,cdouble,512,768,512,T,native:cta,3.42970,3.56121,0.0600,942.3,0.992,0.00e+00,512,768,512,3072,0,0
vendor,cdouble,640,768,512,T,vendor:auto,4.53045,4.53033,0.0054,891.3,0.938,0.00e+00,640,768,640,3840,0,0
native:cta,cdouble,640,768,512,T,native:cta,4.27826,4.28044,0.0019,943.9,0.994,0.00e+00,640,768,640,3840,0,0
vendor,cdouble,768,768,512,T,vendor:auto,5.30511,5.30576,0.0016,913.2,0.961,0.00e+00,768,768,768,4608,0,0
native:cta,cdouble,768,768,512,T,native:cta,5.13051,5.12717,0.0015,944.2,0.994,0.00e+00,768,768,768,4608,0,0
vendor,cdouble,288,1024,512,T,vendor:auto,7.53561,7.50831,0.0092,322.0,0.339,0.00e+00,288,1024,288,2304,0,0
native:cta,cdouble,288,1024,512,T,native:cta,2.59332,2.59327,0.0020,935.7,0.985,0.00e+00,288,1024,288,2304,0,0
vendor,cdouble,320,1024,512,T,vendor:auto,8.76237,8.87004,0.0369,307.6,0.324,0.00e+00,320,1024,320,2560,0,0
native:cta,cdouble,320,1024,512,T,native:cta,2.87799,2.87514,0.0019,936.5,0.986,0.00e+00,320,1024,320,2560,0,0
vendor,cdouble,352,1024,512,T,vendor:auto,9.15358,9.28269,0.0368,323.8,0.341,0.00e+00,352,1024,352,2816,0,0
native:cta,cdouble,352,1024,512,T,native:cta,3.16053,3.15860,0.0018,937.8,0.987,0.00e+00,352,1024,352,2816,0,0
vendor,cdouble,384,1024,512,T,vendor:auto,3.59285,3.58743,0.0055,899.8,0.947,0.00e+00,384,1024,384,3072,0,0
native:cta,cdouble,384,1024,512,T,native:cta,3.44620,3.44331,0.0021,938.1,0.987,0.00e+00,384,1024,384,3072,0,0
vendor,cdouble,448,1024,512,T,vendor:auto,4.12786,4.13203,0.0040,913.3,0.961,0.00e+00,448,1024,448,3584,0,0
native:cta,cdouble,448,1024,512,T,native:cta,4.01383,4.00837,0.0020,939.3,0.989,0.00e+00,448,1024,448,3584,0,0
vendor,cdouble,512,1024,512,T,vendor:auto,4.63420,4.63722,0.0016,929.5,0.978,0.00e+00,512,1024,512,4096,0,0
native:cta,cdouble,512,1024,512,T,native:cta,4.57542,4.57245,0.0017,941.5,0.991,0.00e+00,512,1024,512,4096,0,0
vendor,cdouble,640,1024,512,T,vendor:auto,6.03330,6.04011,0.0047,892.1,0.939,0.00e+00,640,1024,640,5120,0,0
native:cta,cdouble,640,1024,512,T,native:cta,5.70367,5.78866,0.0324,943.7,0.993,0.00e+00,640,1024,640,5120,0,0
vendor,cdouble,768,1024,512,T,vendor:auto,7.07136,7.07674,0.0021,913.1,0.961,0.00e+00,768,1024,768,6144,0,0
native:cta,cdouble,768,1024,512,T,native:cta,6.84370,6.97601,0.0333,943.5,0.993,0.00e+00,768,1024,768,6144,0,0
vendor,cdouble,288,2048,512,T,vendor:auto,15.11852,15.22901,0.0153,320.9,0.338,0.00e+00,288,2048,288,4608,0,0
native:cta,cdouble,288,2048,512,T,native:cta,5.17331,5.20928,0.0240,937.7,0.987,0.00e+00,288,2048,288,4608,0,0
vendor,cdouble,320,2048,512,T,vendor:auto,17.57982,17.66274,0.0188,306.5,0.323,0.00e+00,320,2048,320,5120,0,0
native:cta,cdouble,320,2048,512,T,native:cta,5.74160,5.85988,0.0387,938.4,0.988,0.00e+00,320,2048,320,5120,0,0
vendor,cdouble,352,2048,512,T,vendor:auto,18.32283,18.43455,0.0166,323.4,0.340,0.00e+00,352,2048,352,5632,0,0
native:cta,cdouble,352,2048,512,T,native:cta,6.30867,6.34527,0.0209,939.2,0.989,0.00e+00,352,2048,352,5632,0,0
vendor,cdouble,384,2048,512,T,vendor:auto,20.60527,20.72916,0.0213,313.6,0.330,0.00e+00,384,2048,384,6144,0,0
native:cta,cdouble,384,2048,512,T,native:cta,6.87345,6.87104,0.0016,940.2,0.990,0.00e+00,384,2048,384,6144,0,0
vendor,cdouble,448,2048,512,T,vendor:auto,23.76331,23.85802,0.0128,317.2,0.334,0.00e+00,448,2048,448,7168,0,0
native:cta,cdouble,448,2048,512,T,native:cta,7.99408,8.13553,0.0401,942.8,0.992,0.00e+00,448,2048,448,7168,0,0
vendor,cdouble,512,2048,512,T,vendor:auto,9.28234,9.27890,0.0027,927.7,0.976,0.00e+00,512,2048,512,8192,0,0
native:cta,cdouble,512,2048,512,T,native:cta,9.13088,9.19371,0.0220,943.1,0.993,0.00e+00,512,2048,512,8192,0,0
vendor,cdouble,640,2048,512,T,vendor:auto,12.07651,12.08186,0.0036,890.9,0.938,0.00e+00,640,2048,640,10240,0,0
native:cta,cdouble,640,2048,512,T,native:cta,11.39263,11.51319,0.0199,944.4,0.994,0.00e+00,640,2048,640,10240,0,0
