name,arg0,arg1,arg2,arg3,iterations,avg_ms,stddev_ms,Time (µs) / matrix
"(BM_Ortho<float, batchlas::Backend::CUDA>)",1024,256,128,2,25,8.22688,0.183127,64.2725
"(BM_Ortho<float, batchlas::Backend::CUDA>)",1024,256,512,0,9,22.3255,0.234238,43.6046
"(BM_Ortho<float, batchlas::Backend::CUDA>)",1024,256,512,2,6,33.6723,0.273367,65.7663
"(BM_Ortho<float, batchlas::Backend::CUDA>)",4096,16,128,0,50,0.565984,0.0138125,4.42175
"(BM_Ortho<float, batchlas::Backend::CUDA>)",4096,16,128,2,50,0.844252,0.0132647,6.59572
"(BM_Ortho<float, batchlas::Backend::CUDA>)",4096,16,512,0,50,2.02047,0.0952538,3.94623
"(BM_Ortho<float, batchlas::Backend::CUDA>)",4096,16,512,2,50,3.03716,0.111868,5.93195
"(BM_Ortho<float, batchlas::Backend::CUDA>)",4096,32,128,0,50,1.08657,0.0836258,8.48879
"(BM_Ortho<float, batchlas::Backend::CUDA>)",4096,32,128,2,50,1.58837,0.101903,12.4091
"(BM_Ortho<float, batchlas::Backend::CUDA>)",4096,32,512,0,37,5.49176,0.150933,10.7261
"(BM_Ortho<float, batchlas::Backend::CUDA>)",4096,32,512,2,25,8.26312,0.203567,16.1389
"(BM_Ortho<float, batchlas::Backend::CUDA>)",4096,64,128,0,50,3.74554,0.091348,29.2621
"(BM_Ortho<float, batchlas::Backend::CUDA>)",4096,64,128,2,36,5.61371,0.121475,43.8571
"(BM_Ortho<float, batchlas::Backend::CUDA>)",4096,64,512,0,14,14.6185,0.237777,28.5517
"(BM_Ortho<float, batchlas::Backend::CUDA>)",4096,64,512,2,10,21.9037,0.222857,42.7807
"(BM_Ortho<float, batchlas::Backend::CUDA>)",4096,128,128,0,24,8.53674,0.176421,66.6933
"(BM_Ortho<float, batchlas::Backend::CUDA>)",4096,128,128,2,16,12.7984,0.217264,99.9875
"(BM_Ortho<float, batchlas::Backend::CUDA>)",4096,128,512,0,6,33.6967,0.209683,65.8139
"(BM_Ortho<float, batchlas::Backend::CUDA>)",4096,128,512,2,5,50.7345,0.276119,99.0907
"(BM_Ortho<float, batchlas::Backend::CUDA>)",4096,256,128,0,10,21.1705,0.220689,165.394
"(BM_Ortho<float, batchlas::Backend::CUDA>)",4096,256,128,2,7,32.2083,0.392155,251.627
"(BM_Ortho<float, batchlas::Backend::CUDA>)",4096,256,512,0,5,83.1346,0.248506,162.372
"(BM_Ortho<float, batchlas::Backend::CUDA>)",4096,256,512,2,5,125.023,0.243013,244.185
"(BM_Ortho<double, batchlas::Backend::CUDA>)",1024,16,128,0,50,1.01269,0.0677661,7.91161
"(BM_Ortho<double, batchlas::Backend::CUDA>)",1024,16,128,2,50,1.5136,0.0730849,11.825
"(BM_Ortho<double, batchlas::Backend::CUDA>)",1024,16,512,0,50,3.66672,0.107774,7.16156
"(BM_Ortho<double, batchlas::Backend::CUDA>)",1024,16,512,2,37,5.4951,0.129973,10.7326
"(BM_Ortho<double, batchlas::Backend::CUDA>)",1024,32,128,0,50,1.66921,0.0616465,13.0407
"(BM_Ortho<double, batchlas::Backend::CUDA>)",1024,32,128,2,50,2.50747,0.0942989,19.5896
"(BM_Ortho<double, batchlas::Backend::CUDA>)",1024,32,512,0,33,6.24584,0.16951,12.1989
"(BM_Ortho<double, batchlas::Backend::CUDA>)",1024,32,512,2,22,9.36667,0.191141,18.2943
"(BM_Ortho<double, batchlas::Backend::CUDA>)",1024,64,128,0,50,3.96158,0.0941168,30.9498
"(BM_Ortho<double, batchlas::Backend::CUDA>)",1024,64,128,2,34,5.94354,0.135566,46.4339
"(BM_Ortho<double, batchlas::Backend::CUDA>)",1024,64,512,0,14,15.2042,0.243109,29.6956
"(BM_Ortho<double, batchlas::Backend::CUDA>)",1024,64,512,2,9,22.8089,0.253186,44.5487
"(BM_Ortho<double, batchlas::Backend::CUDA>)",1024,128,128,0,18,11.1366,0.171633,87.0049
"(BM_Ortho<double, batchlas::Backend::CUDA>)",1024,128,128,2,12,16.6839,0.162873,130.343
"(BM_Ortho<double, batchlas::Backend::CUDA>)",1024,128,512,0,5,43.7762,0.228725,85.5003
"(BM_Ortho<double, batchlas::Backend::CUDA>)",1024,128,512,2,5,65.4974,0.0902681,127.925
"(BM_Ortho<double, batchlas::Backend::CUDA>)",1024,256,128,0,5,49.0994,0.218195,383.589
"(BM_Ortho<double, batchlas::Backend::CUDA>)",1024,256,128,2,5,73.5741,0.240096,574.798
"(BM_Ortho<double, batchlas::Backend::CUDA>)",1024,256,512,0,5,194.774,0.0620292,380.418
"(BM_Ortho<double, batchlas::Backend::CUDA>)",1024,256,512,2,5,292.479,0.179266,571.248
"(BM_Ortho<double, batchlas::Backend::CUDA>)",4096,16,128,0,50,3.8921,0.098772,30.407
"(BM_Ortho<double, batchlas::Backend::CUDA>)",4096,16,128,2,35,5.81086,0.123899,45.3974
"(BM_Ortho<double, batchlas::Backend::CUDA>)",4096,16,512,0,14,14.4229,0.190226,28.1698
"(BM_Ortho<double, batchlas::Backend::CUDA>)",4096,16,512,2,10,21.6412,0.203995,42.2679
"(BM_Ortho<double, batchlas::Backend::CUDA>)",4096,32,128,0,31,6.54014,0.138006,51.0948
"(BM_Ortho<double, batchlas::Backend::CUDA>)",4096,32,128,2,21,9.80985,0.168983,76.6394
"(BM_Ortho<double, batchlas::Backend::CUDA>)",4096,32,512,0,9,24.5957,0.225497,48.0385
"(BM_Ortho<double, batchlas::Backend::CUDA>)",4096,32,512,2,6,36.8853,0.192517,72.0416
"(BM_Ortho<double, batchlas::Backend::CUDA>)",4096,64,128,0,13,15.4107,0.235926,120.396
"(BM_Ortho<double, batchlas::Backend::CUDA>)",4096,64,128,2,9,23.2087,0.21722,181.318
"(BM_Ortho<double, batchlas::Backend::CUDA>)",4096,64,512,0,5,59.76,0.246759,116.719
"(BM_Ortho<double, batchlas::Backend::CUDA>)",4096,64,512,2,5,89.7798,0.265604,175.351
"(BM_Ortho<double, batchlas::Backend::CUDA>)",4096,128,128,0,5,43.1341,0.238538,336.986
"(BM_Ortho<double, batchlas::Backend::CUDA>)",4096,128,128,2,5,64.67,0.112289,505.234
"(BM_Ortho<double, batchlas::Backend::CUDA>)",4096,128,512,0,5,170.813,0.210771,333.62
"(BM_Ortho<double, batchlas::Backend::CUDA>)",4096,128,512,2,5,256.157,0.359968,500.306
"(BM_Ortho<double, batchlas::Backend::CUDA>)",4096,256,128,0,5,190,0.171932,1484.37
"(BM_Ortho<double, batchlas::Backend::CUDA>)",4096,256,128,2,5,285.011,0.205956,2226.65
"(BM_Ortho<double, batchlas::Backend::CUDA>)",4096,256,512,0,5,758.056,0.0973346,1480.58
"(BM_Ortho<double, batchlas::Backend::CUDA>)",4096,256,512,2,5,1137.12,0.273069,2220.93
