name,arg0,arg1,arg2,arg3,arg4,iterations,avg_ms,stddev_ms,Time (µs) / matrix
"(BM_Ortho<float, batchlas::Backend::CUDA>)",64,1024,512,2,1,50,3.36508,0.00187017,6.57241
"(BM_Ortho<float, batchlas::Backend::CUDA>)",64,4096,128,0,1,50,2.47125,0.00177112,19.3067
"(BM_Ortho<float, batchlas::Backend::CUDA>)",64,4096,128,2,1,50,3.69641,0.00200304,28.8782
"(BM_Ortho<float, batchlas::Backend::CUDA>)",64,4096,512,0,1,24,8.43962,0.00548786,16.4836
"(BM_Ortho<float, batchlas::Backend::CUDA>)",64,4096,512,2,1,16,12.6596,0.0125347,24.7258
"(BM_Ortho<float, batchlas::Backend::CUDA>)",128,1024,128,0,1,50,1.43739,0.0135761,11.2296
"(BM_Ortho<float, batchlas::Backend::CUDA>)",128,1024,128,2,1,50,2.16822,0.0167941,16.9392
"(BM_Ortho<float, batchlas::Backend::CUDA>)",128,1024,512,0,1,36,5.66635,0.0066867,11.0671
"(BM_Ortho<float, batchlas::Backend::CUDA>)",128,1024,512,2,1,24,8.51402,0.0301756,16.6289
"(BM_Ortho<float, batchlas::Backend::CUDA>)",128,4096,128,0,1,37,5.50261,0.0372748,42.9892
"(BM_Ortho<float, batchlas::Backend::CUDA>)",128,4096,128,2,1,25,8.2664,0.063667,64.5812
"(BM_Ortho<float, batchlas::Backend::CUDA>)",128,4096,512,0,1,10,21.1801,0.205659,41.3674
"(BM_Ortho<float, batchlas::Backend::CUDA>)",128,4096,512,2,1,7,31.962,0.239213,62.4259
"(BM_Ortho<float, batchlas::Backend::CUDA>)",256,1024,128,0,1,50,4.0745,0.0183934,31.832
"(BM_Ortho<float, batchlas::Backend::CUDA>)",256,1024,128,2,1,33,6.12609,0.0210571,47.8601
"(BM_Ortho<float, batchlas::Backend::CUDA>)",256,1024,512,0,1,13,16.094,0.247712,31.4337
"(BM_Ortho<float, batchlas::Backend::CUDA>)",256,1024,512,2,1,9,23.9516,0.212197,46.7804
"(BM_Ortho<float, batchlas::Backend::CUDA>)",256,4096,128,0,1,14,15.3799,0.131329,120.156
"(BM_Ortho<float, batchlas::Backend::CUDA>)",256,4096,128,2,1,9,23.28,0.319307,181.875
"(BM_Ortho<float, batchlas::Backend::CUDA>)",256,4096,512,0,1,5,60.2164,1.19074,117.61
"(BM_Ortho<float, batchlas::Backend::CUDA>)",256,4096,512,2,1,5,89.538,2.35769,174.879
"(BM_Ortho<double, batchlas::Backend::CUDA>)",16,1024,128,0,1,50,1.00866,0.00156596,7.88014
"(BM_Ortho<double, batchlas::Backend::CUDA>)",16,1024,128,2,1,50,1.51211,0.00288235,11.8134
"(BM_Ortho<double, batchlas::Backend::CUDA>)",16,1024,512,0,1,50,3.6582,0.0514784,7.14491
"(BM_Ortho<double, batchlas::Backend::CUDA>)",16,1024,512,2,1,37,5.45688,0.00136696,10.658
"(BM_Ortho<double, batchlas::Backend::CUDA>)",16,4096,128,0,1,50,3.88933,0.00539957,30.3854
"(BM_Ortho<double, batchlas::Backend::CUDA>)",16,4096,128,2,1,35,5.80144,0.00562472,45.3238
"(BM_Ortho<double, batchlas::Backend::CUDA>)",16,4096,512,0,1,14,14.3222,0.0222984,27.9731
"(BM_Ortho<double, batchlas::Backend::CUDA>)",16,4096,512,2,1,10,21.4691,0.0321289,41.9319
"(BM_Ortho<double, batchlas::Backend::CUDA>)",32,1024,128,0,1,50,1.66138,0.000976074,12.9795
"(BM_Ortho<double, batchlas::Backend::CUDA>)",32,1024,128,2,1,50,2.4915,0.00156723,19.4649
"(BM_Ortho<double, batchlas::Backend::CUDA>)",32,1024,512,0,1,33,6.18484,0.0464004,12.0798
"(BM_Ortho<double, batchlas::Backend::CUDA>)",32,1024,512,2,1,22,9.26101,0.00543579,18.0879
"(BM_Ortho<double, batchlas::Backend::CUDA>)",32,4096,128,0,1,31,6.48153,0.00161674,50.637
"(BM_Ortho<double, batchlas::Backend::CUDA>)",32,4096,128,2,1,21,9.72002,0.00224007,75.9376
"(BM_Ortho<double, batchlas::Backend::CUDA>)",32,4096,512,0,1,9,24.2714,0.00434607,47.4051
"(BM_Ortho<double, batchlas::Backend::CUDA>)",32,4096,512,2,1,6,36.3041,0.0305536,70.9065
"(BM_Ortho<double, batchlas::Backend::CUDA>)",64,1024,128,0,1,50,3.90542,0.0169599,30.5111
"(BM_Ortho<double, batchlas::Backend::CUDA>)",64,1024,128,2,1,35,5.8455,0.0066309,45.6679
"(BM_Ortho<double, batchlas::Backend::CUDA>)",64,1024,512,0,1,14,14.9801,0.0163606,29.258
"(BM_Ortho<double, batchlas::Backend::CUDA>)",64,1024,512,2,1,9,22.4598,0.00359128,43.8668
"(BM_Ortho<double, batchlas::Backend::CUDA>)",64,4096,128,0,1,14,15.1393,0.00523363,118.275
"(BM_Ortho<double, batchlas::Backend::CUDA>)",64,4096,128,2,1,9,22.7146,0.0035838,177.458
"(BM_Ortho<double, batchlas::Backend::CUDA>)",64,4096,512,0,1,5,58.8349,0.00438297,114.912
"(BM_Ortho<double, batchlas::Backend::CUDA>)",64,4096,512,2,1,5,88.3163,0.0604181,172.493
"(BM_Ortho<double, batchlas::Backend::CUDA>)",128,1024,128,0,1,19,11.0348,0.00732397,86.2093
"(BM_Ortho<double, batchlas::Backend::CUDA>)",128,1024,128,2,1,13,16.5467,0.00298662,129.271
"(BM_Ortho<double, batchlas::Backend::CUDA>)",128,1024,512,0,1,5,43.2721,0.00468252,84.5157
"(BM_Ortho<double, batchlas::Backend::CUDA>)",128,1024,512,2,1,5,64.9092,0.00410195,126.776
"(BM_Ortho<double, batchlas::Backend::CUDA>)",128,4096,128,0,1,5,42.4656,0.0162944,331.762
"(BM_Ortho<double, batchlas::Backend::CUDA>)",128,4096,128,2,1,5,63.7303,0.038412,497.893
"(BM_Ortho<double, batchlas::Backend::CUDA>)",128,4096,512,0,1,5,168.942,0.0609166,329.964
"(BM_Ortho<double, batchlas::Backend::CUDA>)",128,4096,512,2,1,5,253.365,0.01654,494.854
"(BM_Ortho<double, batchlas::Backend::CUDA>)",256,1024,128,0,1,5,48.3877,0.00297103,378.029
"(BM_Ortho<double, batchlas::Backend::CUDA>)",256,1024,128,2,1,5,72.5771,0.00944602,567.009
"(BM_Ortho<double, batchlas::Backend::CUDA>)",256,1024,512,0,1,5,191.748,0.0125547,374.508
"(BM_Ortho<double, batchlas::Backend::CUDA>)",256,1024,512,2,1,5,287.767,0.152905,562.045
"(BM_Ortho<double, batchlas::Backend::CUDA>)",256,4096,128,0,1,5,186.894,0.0267318,1460.11
"(BM_Ortho<double, batchlas::Backend::CUDA>)",256,4096,128,2,1,5,280.176,0.0158486,2188.87
"(BM_Ortho<double, batchlas::Backend::CUDA>)",256,4096,512,0,1,5,746.841,0.0217023,1458.67
"(BM_Ortho<double, batchlas::Backend::CUDA>)",256,4096,512,2,1,5,1119.45,0.0104258,2186.42
