arm,type,m,n,batch,transA,route,median_ms,mean_ms,rel_sd,GBs,frac_of_950,relerr,ld
native:direct,cfloat,64,64,4096,C,native:direct,0.26831,0.26823,0.0038,515.9,0.543,0.00e+00,64
native:cta,cfloat,64,64,4096,C,native:cta,0.15383,0.15387,0.0016,899.8,0.947,0.00e+00,64
vendor,cdouble,64,64,4096,C,vendor:auto,0.29200,0.29206,0.0013,948.0,0.998,0.00e+00,64
native:direct,cdouble,64,64,4096,C,native:direct,1.05452,1.05452,0.0012,262.5,0.276,0.00e+00,64
native:cta,cdouble,64,64,4096,C,native:cta,0.39055,0.39061,0.0006,708.8,0.746,0.00e+00,64
vendor,float,128,128,2048,N,vendor:auto,0.15228,0.15267,0.0070,895.1,0.942,0.00e+00,128
native:direct,float,128,128,2048,N,native:direct,0.15183,0.15210,0.0052,897.8,0.945,0.00e+00,128
vendor,double,128,128,2048,N,vendor:auto,0.29071,0.29065,0.0007,937.8,0.987,0.00e+00,128
native:direct,double,128,128,2048,N,native:direct,0.29789,0.29805,0.0037,915.2,0.963,0.00e+00,128
vendor,cfloat,128,128,2048,N,vendor:auto,0.29606,0.29615,0.0009,920.9,0.969,0.00e+00,128
native:direct,cfloat,128,128,2048,N,native:direct,0.29733,0.29739,0.0012,916.9,0.965,0.00e+00,128
vendor,cdouble,128,128,2048,N,vendor:auto,0.59060,0.59133,0.0035,923.2,0.972,0.00e+00,128
native:direct,cdouble,128,128,2048,N,native:direct,0.58480,0.58598,0.0044,932.4,0.981,0.00e+00,128
vendor,float,128,128,2048,T,vendor:auto,0.15205,0.15208,0.0013,896.5,0.944,0.00e+00,128
native:direct,float,128,128,2048,T,native:direct,0.26280,0.26270,0.0021,518.7,0.546,0.00e+00,128
native:cta,float,128,128,2048,T,native:cta,0.15083,0.15087,0.0010,903.8,0.951,0.00e+00,128
vendor,double,128,128,2048,T,vendor:auto,0.28963,0.28980,0.0011,941.3,0.991,0.00e+00,128
native:direct,double,128,128,2048,T,native:direct,1.03887,1.03906,0.0013,262.4,0.276,0.00e+00,128
native:cta,double,128,128,2048,T,native:cta,0.29802,0.29811,0.0008,914.8,0.963,0.00e+00,128
vendor,cfloat,128,128,2048,T,vendor:auto,0.28709,0.28720,0.0010,949.6,1.000,0.00e+00,128
native:direct,cfloat,128,128,2048,T,native:direct,1.03243,1.03787,0.0096,264.1,0.278,0.00e+00,128
native:cta,cfloat,128,128,2048,T,native:cta,0.29670,0.29674,0.0006,918.9,0.967,0.00e+00,128
vendor,cdouble,128,128,2048,T,vendor:auto,0.59453,0.59480,0.0016,917.1,0.965,0.00e+00,128
native:direct,cdouble,128,128,2048,T,native:direct,2.07450,2.07464,0.0017,262.8,0.277,0.00e+00,128
native:cta,cdouble,128,128,2048,T,native:cta,0.59407,0.59455,0.0031,917.8,0.966,0.00e+00,128
vendor,float,128,128,2048,C,vendor:auto,0.15211,0.15220,0.0018,896.1,0.943,0.00e+00,128
native:direct,float,128,128,2048,C,native:direct,0.26262,0.26254,0.0025,519.1,0.546,0.00e+00,128
native:cta,float,128,128,2048,C,native:cta,0.15090,0.15092,0.0014,903.3,0.951,0.00e+00,128
vendor,double,128,128,2048,C,vendor:auto,0.28975,0.28969,0.0007,940.9,0.990,0.00e+00,128
native:direct,double,128,128,2048,C,native:direct,1.03948,1.03968,0.0007,262.3,0.276,0.00e+00,128
native:cta,double,128,128,2048,C,native:cta,0.29804,0.29809,0.0010,914.7,0.963,0.00e+00,128
vendor,cfloat,128,128,2048,C,vendor:auto,0.28754,0.30692,0.1781,948.1,0.998,0.00e+00,128
native:direct,cfloat,128,128,2048,C,native:direct,1.03369,1.07666,0.0761,263.7,0.278,0.00e+00,128
native:cta,cfloat,128,128,2048,C,native:cta,0.29717,0.29736,0.0024,917.4,0.966,0.00e+00,128
vendor,cdouble,128,128,2048,C,vendor:auto,0.61821,0.61749,0.0048,882.0,0.928,0.00e+00,128
native:direct,cdouble,128,128,2048,C,native:direct,2.07137,2.11153,0.0372,263.2,0.277,0.00e+00,128
native:cta,cdouble,128,128,2048,C,native:cta,0.59381,0.59386,0.0008,918.2,0.967,0.00e+00,128
vendor,float,256,256,1024,N,vendor:auto,0.29434,0.29467,0.0027,919.1,0.967,0.00e+00,256
native:direct,float,256,256,1024,N,native:direct,0.29319,0.29322,0.0011,922.7,0.971,0.00e+00,256
vendor,double,256,256,1024,N,vendor:auto,0.58052,0.58059,0.0008,932.0,0.981,0.00e+00,256
native:direct,double,256,256,1024,N,native:direct,0.57535,0.57535,0.0008,940.4,0.990,0.00e+00,256
vendor,cfloat,256,256,1024,N,vendor:auto,0.57800,0.57808,0.0005,936.1,0.985,0.00e+00,256
native:direct,cfloat,256,256,1024,N,native:direct,0.57911,0.57924,0.0011,934.3,0.983,0.00e+00,256
vendor,cdouble,256,256,1024,N,vendor:auto,1.15368,1.15386,0.0008,938.0,0.987,0.00e+00,256
native:direct,cdouble,256,256,1024,N,native:direct,1.16005,1.19582,0.0618,932.8,0.982,0.00e+00,256
vendor,float,256,256,1024,T,vendor:auto,0.29495,0.29525,0.0031,917.2,0.965,0.00e+00,256
native:direct,float,256,256,1024,T,native:direct,1.01767,1.05730,0.0731,265.8,0.280,0.00e+00,256
native:cta,float,256,256,1024,T,native:cta,0.29325,0.29328,0.0003,922.5,0.971,0.00e+00,256
vendor,double,256,256,1024,T,vendor:auto,0.56784,0.56794,0.0007,952.9,1.003,0.00e+00,256
native:direct,double,256,256,1024,T,native:direct,2.05816,2.09879,0.0376,262.9,0.277,0.00e+00,256
native:cta,double,256,256,1024,T,native:cta,0.58061,0.58066,0.0008,931.9,0.981,0.00e+00,256
vendor,cfloat,256,256,1024,T,vendor:auto,0.58115,0.58116,0.0005,931.0,0.980,0.00e+00,256
native:direct,cfloat,256,256,1024,T,native:direct,2.06847,2.10711,0.0385,261.6,0.275,0.00e+00,256
native:cta,cfloat,256,256,1024,T,native:cta,0.57996,0.57997,0.0003,932.9,0.982,0.00e+00,256
vendor,cdouble,256,256,1024,T,vendor:auto,3.33677,3.38329,0.0329,324.3,0.341,0.00e+00,256
native:direct,cdouble,256,256,1024,T,native:direct,4.32330,4.38452,0.0397,250.3,0.263,0.00e+00,256
native:cta,cdouble,256,256,1024,T,native:cta,1.16068,1.16094,0.0009,932.3,0.981,0.00e+00,256
vendor,float,256,256,1024,C,vendor:auto,0.29527,0.29533,0.0020,916.2,0.964,0.00e+00,256
native:direct,float,256,256,1024,C,native:direct,1.01581,1.01744,0.0037,266.3,0.280,0.00e+00,256
native:cta,float,256,256,1024,C,native:cta,0.29302,0.29309,0.0007,923.3,0.972,0.00e+00,256
vendor,double,256,256,1024,C,vendor:auto,0.56738,0.56752,0.0004,953.6,1.004,0.00e+00,256
native:direct,double,256,256,1024,C,native:direct,2.05732,2.07946,0.0304,263.0,0.277,0.00e+00,256
native:cta,double,256,256,1024,C,native:cta,0.58047,0.58057,0.0008,932.1,0.981,0.00e+00,256
vendor,cfloat,256,256,1024,C,vendor:auto,0.58110,0.62161,0.1226,931.1,0.980,0.00e+00,256
native:direct,cfloat,256,256,1024,C,native:direct,2.07949,2.11662,0.0370,260.2,0.274,0.00e+00,256
native:cta,cfloat,256,256,1024,C,native:cta,0.58021,0.58023,0.0008,932.5,0.982,0.00e+00,256
vendor,cdouble,256,256,1024,C,vendor:auto,3.49058,3.50946,0.0269,310.0,0.326,0.00e+00,256
native:direct,cdouble,256,256,1024,C,native:direct,4.32351,4.41067,0.0410,250.3,0.263,0.00e+00,256
native:cta,cdouble,256,256,1024,C,native:cta,1.16153,1.16180,0.0008,931.6,0.981,0.00e+00,256
vendor,float,512,512,512,N,vendor:auto,0.57507,0.57508,0.0006,937.2,0.987,0.00e+00,512
native:direct,float,512,512,512,N,native:direct,0.57676,0.57641,0.0023,934.5,0.984,0.00e+00,512
vendor,double,512,512,512,N,vendor:auto,1.14180,1.14178,0.0005,944.1,0.994,0.00e+00,512
native:direct,double,512,512,512,N,native:direct,1.13585,1.17634,0.0649,949.0,0.999,0.00e+00,512
vendor,cfloat,512,512,512,N,vendor:auto,1.13770,1.13771,0.0002,947.5,0.997,0.00e+00,512
native:direct,cfloat,512,512,512,N,native:direct,1.14623,1.18777,0.0673,940.4,0.990,0.00e+00,512
vendor,cdouble,512,512,512,N,vendor:auto,2.27782,2.29966,0.0266,946.5,0.996,0.00e+00,512
native:direct,cdouble,512,512,512,N,native:direct,2.29546,2.29747,0.0057,939.2,0.989,0.00e+00,512
vendor,float,512,512,512,T,vendor:auto,0.57721,0.57736,0.0011,933.8,0.983,0.00e+00,512
native:direct,float,512,512,512,T,native:direct,2.06902,2.10805,0.0371,260.5,0.274,0.00e+00,512
native:cta,float,512,512,512,T,native:cta,0.57505,0.57505,0.0004,937.3,0.987,0.00e+00,512
vendor,double,512,512,512,T,vendor:auto,1.12757,1.16652,0.0634,956.0,1.006,0.00e+00,512
native:direct,double,512,512,512,T,native:direct,4.30714,4.37193,0.0383,250.3,0.263,0.00e+00,512
native:cta,double,512,512,512,T,native:cta,1.14327,1.14324,0.0005,942.9,0.992,0.00e+00,512
vendor,cfloat,512,512,512,T,vendor:auto,1.14326,1.14331,0.0003,942.9,0.992,0.00e+00,512
native:direct,cfloat,512,512,512,T,native:direct,4.35391,4.41674,0.0415,247.6,0.261,0.00e+00,512
native:cta,cfloat,512,512,512,T,native:cta,1.14286,1.14290,0.0004,943.2,0.993,0.00e+00,512
vendor,cdouble,512,512,512,T,vendor:auto,2.32139,2.38004,0.0495,928.7,0.978,0.00e+00,512
native:direct,cdouble,512,512,512,T,native:direct,8.71872,8.89750,0.0298,247.3,0.260,0.00e+00,512
native:cta,cdouble,512,512,512,T,native:cta,2.28963,2.28952,0.0005,941.6,0.991,0.00e+00,512
vendor,float,512,512,512,C,vendor:auto,0.57703,0.57714,0.0011,934.0,0.983,0.00e+00,512
native:direct,float,512,512,512,C,native:direct,2.05801,2.07628,0.0254,261.9,0.276,0.00e+00,512
native:cta,float,512,512,512,C,native:cta,0.57491,0.57489,0.0005,937.5,0.987,0.00e+00,512
vendor,double,512,512,512,C,vendor:auto,1.12753,1.13305,0.0122,956.0,1.006,0.00e+00,512
native:direct,double,512,512,512,C,native:direct,4.30268,4.36445,0.0384,250.5,0.264,0.00e+00,512
native:cta,double,512,512,512,C,native:cta,1.14305,1.14338,0.0006,943.0,0.993,0.00e+00,512
vendor,cfloat,512,512,512,C,vendor:auto,1.14404,1.14490,0.0024,942.2,0.992,0.00e+00,512
native:direct,cfloat,512,512,512,C,native:direct,4.36341,4.42602,0.0397,247.0,0.260,0.00e+00,512
native:cta,cfloat,512,512,512,C,native:cta,1.14304,1.14310,0.0003,943.0,0.993,0.00e+00,512
vendor,cdouble,512,512,512,C,vendor:auto,2.51819,2.55900,0.0383,856.1,0.901,0.00e+00,512
native:direct,cdouble,512,512,512,C,native:direct,8.67769,8.82457,0.0317,248.4,0.262,0.00e+00,512
native:cta,cdouble,512,512,512,C,native:cta,2.29194,2.34534,0.0441,940.6,0.990,0.00e+00,512
vendor,float,1024,1024,256,N,vendor:auto,1.13447,1.13453,0.0004,948.3,0.998,0.00e+00,1024
native:direct,float,1024,1024,256,N,native:direct,1.14108,1.14136,0.0027,942.8,0.992,0.00e+00,1024
vendor,double,1024,1024,256,N,vendor:auto,2.29169,2.32571,0.0426,938.9,0.988,0.00e+00,1024
native:direct,double,1024,1024,256,N,native:direct,2.26283,2.31031,0.0396,950.9,1.001,0.00e+00,1024
vendor,cfloat,1024,1024,256,N,vendor:auto,2.25831,2.25828,0.0001,952.8,1.003,0.00e+00,1024
native:direct,cfloat,1024,1024,256,N,native:direct,2.28044,2.27988,0.0012,943.5,0.993,0.00e+00,1024
vendor,cdouble,1024,1024,256,N,vendor:auto,4.51638,4.57276,0.0338,952.8,1.003,0.00e+00,1024
native:direct,cdouble,1024,1024,256,N,native:direct,4.55145,4.61925,0.0392,945.5,0.995,0.00e+00,1024
vendor,float,1024,1024,256,T,vendor:auto,1.12917,1.12913,0.0004,952.8,1.003,0.00e+00,1024
native:direct,float,1024,1024,256,T,native:direct,4.30043,4.35464,0.0240,250.2,0.263,0.00e+00,1024
native:cta,float,1024,1024,256,T,native:cta,1.13756,1.13761,0.0007,945.7,0.996,0.00e+00,1024
vendor,double,1024,1024,256,T,vendor:auto,2.24592,2.29555,0.0406,958.0,1.008,0.00e+00,1024
native:direct,double,1024,1024,256,T,native:direct,8.70111,8.84783,0.0316,247.3,0.260,0.00e+00,1024
native:cta,double,1024,1024,256,T,native:cta,2.26453,2.26521,0.0009,950.2,1.000,0.00e+00,1024
vendor,cfloat,1024,1024,256,T,vendor:auto,2.26528,2.31600,0.0420,949.9,1.000,0.00e+00,1024
native:direct,cfloat,1024,1024,256,T,native:direct,8.84959,9.00388,0.0294,243.1,0.256,0.00e+00,1024
native:cta,cfloat,1024,1024,256,T,native:cta,2.26518,2.26526,0.0002,949.9,1.000,0.00e+00,1024
vendor,cdouble,1024,1024,256,T,vendor:auto,4.60381,4.70642,0.0272,934.7,0.984,0.00e+00,1024
native:direct,cdouble,1024,1024,256,T,native:direct,18.07287,17.93505,0.0173,238.1,0.251,0.00e+00,1024
native:cta,cdouble,1024,1024,256,T,native:cta,4.54257,4.60833,0.0276,947.3,0.997,0.00e+00,1024
vendor,float,1024,1024,256,C,vendor:auto,1.13279,1.13309,0.0007,949.7,1.000,0.00e+00,1024
native:direct,float,1024,1024,256,C,native:direct,4.31459,4.38364,0.0429,249.3,0.262,0.00e+00,1024
native:cta,float,1024,1024,256,C,native:cta,1.13659,1.17631,0.0638,946.5,0.996,0.00e+00,1024
vendor,double,1024,1024,256,C,vendor:auto,2.24605,2.26864,0.0282,958.0,1.008,0.00e+00,1024
native:direct,double,1024,1024,256,C,native:direct,8.66215,8.86352,0.0322,248.4,0.261,0.00e+00,1024
native:cta,double,1024,1024,256,C,native:cta,2.26567,2.26588,0.0004,949.7,1.000,0.00e+00,1024
vendor,cfloat,1024,1024,256,C,vendor:auto,2.26502,2.31731,0.0433,950.0,1.000,0.00e+00,1024
native:direct,cfloat,1024,1024,256,C,native:direct,8.77851,8.92156,0.0301,245.1,0.258,0.00e+00,1024
native:cta,cfloat,1024,1024,256,C,native:cta,2.26624,2.32161,0.0458,949.4,0.999,0.00e+00,1024
vendor,cdouble,1024,1024,256,C,vendor:auto,5.00508,5.09554,0.0360,859.8,0.905,0.00e+00,1024
native:direct,cdouble,1024,1024,256,C,native:direct,18.20301,17.95408,0.0196,236.4,0.249,0.00e+00,1024
native:cta,cdouble,1024,1024,256,C,native:cta,4.54083,4.59298,0.0225,947.7,0.998,0.00e+00,1024
vendor,float,2048,64,1024,N,vendor:auto,0.59286,0.59289,0.0006,920.1,0.969,0.00e+00,2048
native:direct,float,2048,64,1024,N,native:direct,0.59197,0.59199,0.0008,921.5,0.970,0.00e+00,2048
vendor,double,2048,64,1024,N,vendor:auto,1.13284,1.17562,0.0689,963.1,1.014,0.00e+00,2048
native:direct,double,2048,64,1024,N,native:direct,1.17507,1.17539,0.0007,928.5,0.977,0.00e+00,2048
vendor,cfloat,2048,64,1024,N,vendor:auto,1.13212,1.13237,0.0006,963.7,1.014,0.00e+00,2048
native:direct,cfloat,2048,64,1024,N,native:direct,1.17494,1.17506,0.0004,928.6,0.977,0.00e+00,2048
vendor,cdouble,2048,64,1024,N,vendor:auto,2.34633,2.36807,0.0258,930.0,0.979,0.00e+00,2048
native:direct,cdouble,2048,64,1024,N,native:direct,2.34210,2.39564,0.0438,931.7,0.981,0.00e+00,2048
vendor,float,2048,64,1024,T,vendor:auto,0.57901,0.63123,0.1202,942.2,0.992,0.00e+00,2048
native:direct,float,2048,64,1024,T,native:direct,2.26687,2.31744,0.0428,240.6,0.253,0.00e+00,2048
native:cta,float,2048,64,1024,T,native:cta,0.57791,0.57804,0.0006,944.0,0.994,0.00e+00,2048
vendor,double,2048,64,1024,T,vendor:auto,1.12724,1.12736,0.0006,967.9,1.019,0.00e+00,2048
native:direct,double,2048,64,1024,T,native:direct,4.56771,4.62750,0.0380,238.9,0.251,0.00e+00,2048
native:cta,double,2048,64,1024,T,native:cta,1.15025,1.17195,0.0527,948.5,0.998,0.00e+00,2048
vendor,cfloat,2048,64,1024,T,vendor:auto,1.14919,1.14923,0.0002,949.4,0.999,0.00e+00,2048
native:direct,cfloat,2048,64,1024,T,native:direct,4.53155,4.59629,0.0370,240.8,0.253,0.00e+00,2048
native:cta,cfloat,2048,64,1024,T,native:cta,1.14962,1.16827,0.0442,949.0,0.999,0.00e+00,2048
vendor,cdouble,2048,64,1024,T,vendor:auto,2.36566,2.42013,0.0423,922.4,0.971,0.00e+00,2048
native:direct,cdouble,2048,64,1024,T,native:direct,9.03728,9.18872,0.0229,241.5,0.254,0.00e+00,2048
native:cta,cdouble,2048,64,1024,T,native:cta,2.30932,2.36630,0.0463,944.9,0.995,0.00e+00,2048
vendor,float,2048,64,1024,C,vendor:auto,0.57841,0.59281,0.0518,943.1,0.993,0.00e+00,2048
native:direct,float,2048,64,1024,C,native:direct,2.25940,2.31416,0.0438,241.4,0.254,0.00e+00,2048
native:cta,float,2048,64,1024,C,native:cta,0.57796,0.57797,0.0008,943.9,0.994,0.00e+00,2048
vendor,double,2048,64,1024,C,vendor:auto,1.12794,1.16653,0.0621,967.3,1.018,0.00e+00,2048
native:direct,double,2048,64,1024,C,native:direct,4.57353,4.68649,0.0474,238.6,0.251,0.00e+00,2048
native:cta,double,2048,64,1024,C,native:cta,1.15006,1.19068,0.0642,948.7,0.999,0.00e+00,2048
vendor,cfloat,2048,64,1024,C,vendor:auto,1.14903,1.14912,0.0003,949.5,1.000,0.00e+00,2048
native:direct,cfloat,2048,64,1024,C,native:direct,4.55831,4.63130,0.0243,239.4,0.252,0.00e+00,2048
native:cta,cfloat,2048,64,1024,C,native:cta,1.14968,1.14978,0.0002,949.0,0.999,0.00e+00,2048
vendor,cdouble,2048,64,1024,C,vendor:auto,2.53238,2.54423,0.0097,861.7,0.907,0.00e+00,2048
native:direct,cdouble,2048,64,1024,C,native:direct,9.04714,9.15260,0.0234,241.2,0.254,0.00e+00,2048
native:cta,cdouble,2048,64,1024,C,native:cta,2.31094,2.31245,0.0026,944.2,0.994,0.00e+00,2048
vendor,float,64,2048,1024,N,vendor:auto,0.57850,0.57839,0.0007,943.0,0.993,0.00e+00,64
native:direct,float,64,2048,1024,N,native:direct,0.57914,0.57898,0.0012,942.0,0.992,0.00e+00,64
vendor,double,64,2048,1024,N,vendor:auto,1.15139,1.15159,0.0011,947.6,0.997,0.00e+00,64
native:direct,double,64,2048,1024,N,native:direct,1.15575,1.15553,0.0014,944.0,0.994,0.00e+00,64
vendor,cfloat,64,2048,1024,N,vendor:auto,1.12526,1.12588,0.0010,969.6,1.021,0.00e+00,64
native:direct,cfloat,64,2048,1024,N,native:direct,1.15053,1.15141,0.0020,948.3,0.998,0.00e+00,64
vendor,cdouble,64,2048,1024,N,vendor:auto,2.47381,2.47416,0.0020,882.1,0.929,0.00e+00,64
native:direct,cdouble,64,2048,1024,N,native:direct,2.29978,2.34978,0.0412,948.8,0.999,0.00e+00,64
vendor,float,64,2048,1024,T,vendor:auto,0.56979,0.56969,0.0005,957.4,1.008,0.00e+00,64
native:direct,float,64,2048,1024,T,native:direct,0.97222,0.97203,0.0007,561.1,0.591,0.00e+00,64
native:cta,float,64,2048,1024,T,native:cta,0.58171,0.58203,0.0015,937.8,0.987,0.00e+00,64
vendor,double,64,2048,1024,T,vendor:auto,1.13254,1.17407,0.0675,963.4,1.014,0.00e+00,64
native:direct,double,64,2048,1024,T,native:direct,2.13002,2.17816,0.0415,512.2,0.539,0.00e+00,64
native:cta,double,64,2048,1024,T,native:cta,1.16753,1.16785,0.0011,934.5,0.984,0.00e+00,64
vendor,cfloat,64,2048,1024,T,vendor:auto,1.13068,1.13093,0.0004,964.9,1.016,0.00e+00,64
native:direct,cfloat,64,2048,1024,T,native:direct,2.08519,2.08685,0.0033,523.2,0.551,0.00e+00,64
native:cta,cfloat,64,2048,1024,T,native:cta,1.17290,1.17313,0.0004,930.2,0.979,0.00e+00,64
vendor,cdouble,64,2048,1024,T,vendor:auto,5.81698,5.86581,0.0501,375.1,0.395,0.00e+00,64
native:direct,cdouble,64,2048,1024,T,native:direct,8.33105,8.45431,0.0221,261.9,0.276,0.00e+00,64
native:cta,cdouble,64,2048,1024,T,native:cta,3.07501,3.12375,0.0299,709.6,0.747,0.00e+00,64
vendor,float,64,2048,1024,C,vendor:auto,0.56993,0.56983,0.0005,957.2,1.008,0.00e+00,64
native:direct,float,64,2048,1024,C,native:direct,0.96949,0.96966,0.0007,562.7,0.592,0.00e+00,64
native:cta,float,64,2048,1024,C,native:cta,0.58162,0.58161,0.0005,937.9,0.987,0.00e+00,64
vendor,double,64,2048,1024,C,vendor:auto,1.13232,1.13243,0.0004,963.5,1.014,0.00e+00,64
native:direct,double,64,2048,1024,C,native:direct,2.12897,2.12931,0.0009,512.5,0.539,0.00e+00,64
native:cta,double,64,2048,1024,C,native:cta,1.16963,1.20833,0.0618,932.8,0.982,0.00e+00,64
vendor,cfloat,64,2048,1024,C,vendor:auto,1.13067,1.13065,0.0002,965.0,1.016,0.00e+00,64
native:direct,cfloat,64,2048,1024,C,native:direct,2.08539,2.12352,0.0358,523.2,0.551,0.00e+00,64
native:cta,cfloat,64,2048,1024,C,native:cta,1.17332,1.21303,0.0620,929.9,0.979,0.00e+00,64
vendor,cdouble,64,2048,1024,C,vendor:auto,6.20729,6.26160,0.0373,351.5,0.370,0.00e+00,64
native:direct,cdouble,64,2048,1024,C,native:direct,8.30331,8.43143,0.0255,262.8,0.277,0.00e+00,64
native:cta,cdouble,64,2048,1024,C,native:cta,3.07386,3.12412,0.0309,709.9,0.747,0.00e+00,64
