arm,type,m,n,batch,transA,route,median_ms,mean_ms,rel_sd,GBs,frac_of_950,relerr,ld,out_len,red_len,foreign
native:direct,float,1024,1024,128,N,native:direct,0.57022,0.57019,0.0010,943.4,0.993,0.00e+00,1024,1024,1024,0
vendor,double,1024,1024,128,N,vendor:auto,1.13593,1.13609,0.0009,947.1,0.997,0.00e+00,1024,1024,1024,0
native:direct,double,1024,1024,128,N,native:direct,1.14058,1.14025,0.0023,943.2,0.993,0.00e+00,1024,1024,1024,0
vendor,cfloat,1024,1024,128,N,vendor:auto,1.13451,1.13648,0.0036,948.3,0.998,0.00e+00,1024,1024,1024,0
native:direct,cfloat,1024,1024,128,N,native:direct,1.13355,1.13377,0.0008,949.1,0.999,0.00e+00,1024,1024,1024,0
vendor,cdouble,1024,1024,128,N,vendor:auto,2.27467,2.27560,0.0027,945.9,0.996,0.00e+00,1024,1024,1024,0
native:direct,cdouble,1024,1024,128,N,native:direct,2.27378,2.27422,0.0016,946.3,0.996,0.00e+00,1024,1024,1024,0
vendor,float,1024,1024,128,T,vendor:auto,0.57547,0.59057,0.0597,934.7,0.984,0.00e+00,1024,1024,1024,0
native:direct,float,1024,1024,128,T,native:direct,2.14896,2.14885,0.0015,250.3,0.263,0.00e+00,1024,1024,1024,0
native:cta,float,1024,1024,128,T,native:cta,0.57164,0.57173,0.0006,941.0,0.991,0.00e+00,1024,1024,1024,0
vendor,double,1024,1024,128,T,vendor:auto,1.13755,1.13753,0.0005,945.8,0.996,0.00e+00,1024,1024,1024,0
native:direct,double,1024,1024,128,T,native:direct,4.32059,4.32169,0.0008,249.0,0.262,0.00e+00,1024,1024,1024,0
native:cta,double,1024,1024,128,T,native:cta,1.13625,1.13621,0.0004,946.8,0.997,0.00e+00,1024,1024,1024,0
vendor,cfloat,1024,1024,128,T,vendor:auto,1.13678,1.13667,0.0003,946.4,0.996,0.00e+00,1024,1024,1024,0
native:direct,cfloat,1024,1024,128,T,native:direct,4.37189,4.37152,0.0021,246.1,0.259,0.00e+00,1024,1024,1024,0
native:cta,cfloat,1024,1024,128,T,native:cta,1.13639,1.13622,0.0003,946.7,0.997,0.00e+00,1024,1024,1024,0
vendor,cdouble,1024,1024,128,T,vendor:auto,2.31413,2.31562,0.0017,929.8,0.979,0.00e+00,1024,1024,1024,0
native:direct,cdouble,1024,1024,128,T,native:direct,8.73128,8.73454,0.0007,246.4,0.259,0.00e+00,1024,1024,1024,0
native:cta,cdouble,1024,1024,128,T,native:cta,2.27919,2.27850,0.0011,944.1,0.994,0.00e+00,1024,1024,1024,0
vendor,float,1024,1024,128,C,vendor:auto,0.57489,0.57499,0.0007,935.7,0.985,0.00e+00,1024,1024,1024,0
native:direct,float,1024,1024,128,C,native:direct,2.15246,2.15265,0.0017,249.9,0.263,0.00e+00,1024,1024,1024,0
native:cta,float,1024,1024,128,C,native:cta,0.57169,0.57190,0.0007,940.9,0.990,0.00e+00,1024,1024,1024,0
vendor,double,1024,1024,128,C,vendor:auto,1.13897,1.13904,0.0006,944.6,0.994,0.00e+00,1024,1024,1024,0
native:direct,double,1024,1024,128,C,native:direct,4.31670,4.31775,0.0007,249.2,0.262,0.00e+00,1024,1024,1024,0
native:cta,double,1024,1024,128,C,native:cta,1.13597,1.13593,0.0003,947.1,0.997,0.00e+00,1024,1024,1024,0
vendor,cfloat,1024,1024,128,C,vendor:auto,1.13671,1.13671,0.0002,946.5,0.996,0.00e+00,1024,1024,1024,0
native:direct,cfloat,1024,1024,128,C,native:direct,4.35360,4.35504,0.0018,247.1,0.260,0.00e+00,1024,1024,1024,0
native:cta,cfloat,1024,1024,128,C,native:cta,1.13616,1.13624,0.0006,946.9,0.997,0.00e+00,1024,1024,1024,0
vendor,cdouble,1024,1024,128,C,vendor:auto,2.49032,2.49030,0.0055,864.0,0.909,0.00e+00,1024,1024,1024,0
native:direct,cdouble,1024,1024,128,C,native:direct,8.72139,8.72259,0.0010,246.7,0.260,0.00e+00,1024,1024,1024,0
native:cta,cdouble,1024,1024,128,C,native:cta,2.27660,2.27688,0.0009,945.1,0.995,0.00e+00,1024,1024,1024,0
vendor,float,2048,64,512,N,vendor:auto,0.30086,0.30104,0.0025,906.6,0.954,0.00e+00,2048,2048,64,0
native:direct,float,2048,64,512,N,native:direct,0.29913,0.29910,0.0006,911.9,0.960,0.00e+00,2048,2048,64,0
vendor,double,2048,64,512,N,vendor:auto,0.59244,0.59247,0.0006,920.8,0.969,0.00e+00,2048,2048,64,0
native:direct,double,2048,64,512,N,native:direct,0.59028,0.59025,0.0012,924.2,0.973,0.00e+00,2048,2048,64,0
vendor,cfloat,2048,64,512,N,vendor:auto,0.59121,0.59120,0.0006,922.7,0.971,0.00e+00,2048,2048,64,0
native:direct,cfloat,2048,64,512,N,native:direct,0.59072,0.59070,0.0003,923.5,0.972,0.00e+00,2048,2048,64,0
vendor,cdouble,2048,64,512,N,vendor:auto,1.17881,1.17882,0.0007,925.5,0.974,0.00e+00,2048,2048,64,0
native:direct,cdouble,2048,64,512,N,native:direct,1.17691,1.17853,0.0038,927.0,0.976,0.00e+00,2048,2048,64,0
vendor,float,64,2048,512,T,vendor:auto,0.29868,0.29846,0.0011,913.2,0.961,0.00e+00,64,2048,64,0
native:direct,float,64,2048,512,T,native:direct,0.48529,0.48477,0.0020,562.1,0.592,0.00e+00,64,2048,64,0
native:cta,float,64,2048,512,T,native:cta,0.29395,0.29399,0.0007,927.9,0.977,0.00e+00,64,2048,64,0
vendor,double,64,2048,512,T,vendor:auto,0.59244,0.59265,0.0014,920.8,0.969,0.00e+00,64,2048,64,0
native:direct,double,64,2048,512,T,native:direct,1.06252,1.06248,0.0006,513.4,0.540,0.00e+00,64,2048,64,0
native:cta,double,64,2048,512,T,native:cta,0.58702,0.58683,0.0027,929.3,0.978,0.00e+00,64,2048,64,0
vendor,cfloat,64,2048,512,T,vendor:auto,0.59206,0.59247,0.0015,921.4,0.970,0.00e+00,64,2048,64,0
native:direct,cfloat,64,2048,512,T,native:direct,1.04059,1.04225,0.0036,524.2,0.552,0.00e+00,64,2048,64,0
native:cta,cfloat,64,2048,512,T,native:cta,0.58938,0.60070,0.0590,925.6,0.974,0.00e+00,64,2048,64,0
vendor,cdouble,64,2048,512,T,vendor:auto,2.89374,2.90083,0.0135,377.0,0.397,0.00e+00,64,2048,64,0
native:direct,cdouble,64,2048,512,T,native:direct,4.14861,4.14851,0.0006,263.0,0.277,0.00e+00,64,2048,64,0
native:cta,cdouble,64,2048,512,T,native:cta,1.54733,1.54733,0.0002,705.1,0.742,0.00e+00,64,2048,64,0
vendor,float,64,2048,512,C,vendor:auto,0.29879,0.29866,0.0010,912.9,0.961,0.00e+00,64,2048,64,0
native:direct,float,64,2048,512,C,native:direct,0.48516,0.48512,0.0014,562.2,0.592,0.00e+00,64,2048,64,0
native:cta,float,64,2048,512,C,native:cta,0.29414,0.29412,0.0006,927.3,0.976,0.00e+00,64,2048,64,0
vendor,double,64,2048,512,C,vendor:auto,0.59211,0.59213,0.0004,921.3,0.970,0.00e+00,64,2048,64,0
native:direct,double,64,2048,512,C,native:direct,1.06308,1.06315,0.0016,513.2,0.540,0.00e+00,64,2048,64,0
native:cta,double,64,2048,512,C,native:cta,0.58598,0.58576,0.0024,931.0,0.980,0.00e+00,64,2048,64,0
vendor,cfloat,64,2048,512,C,vendor:auto,0.58180,0.58184,0.0004,937.6,0.987,0.00e+00,64,2048,64,0
native:direct,cfloat,64,2048,512,C,native:direct,1.04353,1.04370,0.0024,522.8,0.550,0.00e+00,64,2048,64,0
native:cta,cfloat,64,2048,512,C,native:cta,0.58871,0.58866,0.0010,926.6,0.975,0.00e+00,64,2048,64,0
vendor,cdouble,64,2048,512,C,vendor:auto,3.07768,3.07635,0.0143,354.5,0.373,0.00e+00,64,2048,64,0
native:direct,cdouble,64,2048,512,C,native:direct,4.14942,4.14932,0.0006,262.9,0.277,0.00e+00,64,2048,64,0
native:cta,cdouble,64,2048,512,C,native:cta,1.54729,1.54724,0.0004,705.1,0.742,0.00e+00,64,2048,64,0
