arm,type,m,n,batch,transA,route,median_ms,mean_ms,rel_sd,GBs,frac_of_950,relerr,ld,out_len,red_len,foreign
native:direct,double,64,1,512,C,native:direct,0.00926,0.00940,0.0442,57.1,0.060,0.00e+00,64,1,64,0
native:cta,double,64,1,512,C,native:cta,0.00616,0.00622,0.0321,85.7,0.090,0.00e+00,64,1,64,0
vendor,cfloat,64,1,512,C,vendor:auto,0.00784,0.00826,0.1533,67.4,0.071,0.00e+00,64,1,64,0
native:direct,cfloat,64,1,512,C,native:direct,0.01066,0.01067,0.0047,49.5,0.052,0.00e+00,64,1,64,0
native:cta,cfloat,64,1,512,C,native:cta,0.00581,0.00583,0.0118,90.9,0.096,0.00e+00,64,1,64,0
vendor,cdouble,64,1,512,C,vendor:auto,0.00912,0.00913,0.0084,115.8,0.122,0.00e+00,64,1,64,0
native:direct,cdouble,64,1,512,C,native:direct,0.01367,0.01369,0.0058,77.3,0.081,0.00e+00,64,1,64,0
native:cta,cdouble,64,1,512,C,native:cta,0.00663,0.00665,0.0123,159.3,0.168,0.00e+00,64,1,64,0
vendor,float,1,512,512,N,vendor:auto,0.00871,0.00875,0.0235,241.0,0.254,0.00e+00,1,1,512,0
native:direct,float,1,512,512,N,native:direct,0.00686,0.00688,0.0114,306.0,0.322,0.00e+00,1,1,512,0
vendor,double,1,512,512,N,vendor:auto,0.01146,0.01151,0.0180,366.3,0.386,0.00e+00,1,1,512,0
native:direct,double,1,512,512,N,native:direct,0.00714,0.00714,0.0076,587.9,0.619,0.00e+00,1,1,512,0
vendor,cfloat,1,512,512,N,vendor:auto,0.00892,0.00891,0.0090,470.6,0.495,0.00e+00,1,1,512,0
native:direct,cfloat,1,512,512,N,native:direct,0.00698,0.00698,0.0160,601.5,0.633,0.00e+00,1,1,512,0
vendor,cdouble,1,512,512,N,vendor:auto,0.02145,0.02148,0.0049,391.5,0.412,0.00e+00,1,1,512,0
native:direct,cdouble,1,512,512,N,native:direct,0.00952,0.00956,0.0226,882.1,0.929,0.00e+00,1,1,512,0
vendor,float,512,1,512,T,vendor:auto,0.00836,0.00837,0.0142,251.1,0.264,0.00e+00,512,1,512,0
native:direct,float,512,1,512,T,native:direct,0.02579,0.02582,0.0038,81.4,0.086,0.00e+00,512,1,512,0
native:cta,float,512,1,512,T,native:cta,0.00645,0.00644,0.0073,325.7,0.343,0.00e+00,512,1,512,0
vendor,double,512,1,512,T,vendor:auto,0.01111,0.01121,0.0186,378.0,0.398,0.00e+00,512,1,512,0
native:direct,double,512,1,512,T,native:direct,0.03542,0.03536,0.0040,118.5,0.125,0.00e+00,512,1,512,0
native:cta,double,512,1,512,T,native:cta,0.00711,0.00716,0.0205,590.1,0.621,0.00e+00,512,1,512,0
vendor,cfloat,512,1,512,T,vendor:auto,0.00905,0.00904,0.0099,464.0,0.488,0.00e+00,512,1,512,0
native:direct,cfloat,512,1,512,T,native:direct,0.04634,0.04638,0.0042,90.6,0.095,0.00e+00,512,1,512,0
native:cta,cfloat,512,1,512,T,native:cta,0.00684,0.00687,0.0100,613.4,0.646,0.00e+00,512,1,512,0
vendor,cdouble,512,1,512,T,vendor:auto,0.02143,0.02143,0.0027,391.8,0.412,0.00e+00,512,1,512,0
native:direct,cdouble,512,1,512,T,native:direct,0.06920,0.06919,0.0012,121.3,0.128,0.00e+00,512,1,512,0
native:cta,cdouble,512,1,512,T,native:cta,0.00876,0.00870,0.0154,959.0,1.009,0.00e+00,512,1,512,0
vendor,float,512,1,512,C,vendor:auto,0.00841,0.00845,0.0332,249.7,0.263,0.00e+00,512,1,512,0
native:direct,float,512,1,512,C,native:direct,0.02579,0.02577,0.0034,81.4,0.086,0.00e+00,512,1,512,0
native:cta,float,512,1,512,C,native:cta,0.00643,0.00671,0.1050,326.2,0.343,0.00e+00,512,1,512,0
vendor,double,512,1,512,C,vendor:auto,0.01140,0.01145,0.0095,368.3,0.388,0.00e+00,512,1,512,0
native:direct,double,512,1,512,C,native:direct,0.03546,0.03548,0.0017,118.4,0.125,0.00e+00,512,1,512,0
native:cta,double,512,1,512,C,native:cta,0.00713,0.00714,0.0113,588.7,0.620,0.00e+00,512,1,512,0
vendor,cfloat,512,1,512,C,vendor:auto,0.00843,0.00846,0.0146,498.0,0.524,0.00e+00,512,1,512,0
native:direct,cfloat,512,1,512,C,native:direct,0.04672,0.04669,0.0021,89.9,0.095,0.00e+00,512,1,512,0
native:cta,cfloat,512,1,512,C,native:cta,0.00684,0.00685,0.0162,613.4,0.646,0.00e+00,512,1,512,0
vendor,cdouble,512,1,512,C,vendor:auto,0.01572,0.01567,0.0176,534.0,0.562,0.00e+00,512,1,512,0
native:direct,cdouble,512,1,512,C,native:direct,0.06901,0.06898,0.0020,121.7,0.128,0.00e+00,512,1,512,0
native:cta,cdouble,512,1,512,C,native:cta,0.00873,0.00875,0.0136,962.2,1.013,0.00e+00,512,1,512,0
vendor,float,1,2048,512,N,vendor:auto,0.01225,0.01229,0.0128,685.0,0.721,0.00e+00,1,1,2048,0
native:direct,float,1,2048,512,N,native:direct,0.00855,0.00853,0.0108,981.9,1.034,0.00e+00,1,1,2048,0
vendor,double,1,2048,512,N,vendor:auto,0.02180,0.02180,0.0051,769.7,0.810,0.00e+00,1,1,2048,0
native:direct,double,1,2048,512,N,native:direct,0.00996,0.01003,0.0120,1684.9,1.774,0.00e+00,1,1,2048,0
vendor,cfloat,1,2048,512,N,vendor:auto,0.01382,0.01384,0.0109,1214.0,1.278,0.00e+00,1,1,2048,0
native:direct,cfloat,1,2048,512,N,native:direct,0.00974,0.00976,0.0108,1722.2,1.813,0.00e+00,1,1,2048,0
vendor,cdouble,1,2048,512,N,vendor:auto,0.05930,0.05933,0.0076,565.9,0.596,0.00e+00,1,1,2048,0
native:direct,cdouble,1,2048,512,N,native:direct,0.01450,0.01459,0.0135,2314.3,2.436,0.00e+00,1,1,2048,0
vendor,float,2048,1,512,T,vendor:auto,0.01220,0.01225,0.0132,687.5,0.724,0.00e+00,2048,1,2048,0
native:direct,float,2048,1,512,T,native:direct,0.08670,0.08669,0.0009,96.8,0.102,0.00e+00,2048,1,2048,0
native:cta,float,2048,1,512,T,native:cta,0.00813,0.00829,0.0651,1032.7,1.087,0.00e+00,2048,1,2048,0
vendor,double,2048,1,512,T,vendor:auto,0.02140,0.02142,0.0056,784.1,0.825,0.00e+00,2048,1,2048,0
native:direct,double,2048,1,512,T,native:direct,0.12543,0.12543,0.0016,133.8,0.141,0.00e+00,2048,1,2048,0
native:cta,double,2048,1,512,T,native:cta,0.01002,0.01003,0.0084,1675.1,1.763,0.00e+00,2048,1,2048,0
vendor,cfloat,2048,1,512,T,vendor:auto,0.01380,0.01388,0.0169,1215.7,1.280,0.00e+00,2048,1,2048,0
native:direct,cfloat,2048,1,512,T,native:direct,0.17019,0.17024,0.0017,98.6,0.104,0.00e+00,2048,1,2048,0
native:cta,cfloat,2048,1,512,T,native:cta,0.00951,0.00950,0.0158,1764.0,1.857,0.00e+00,2048,1,2048,0
vendor,cdouble,2048,1,512,T,vendor:auto,0.05918,0.05925,0.0089,567.1,0.597,0.00e+00,2048,1,2048,0
native:direct,cdouble,2048,1,512,T,native:direct,0.25909,0.25915,0.0007,129.5,0.136,0.00e+00,2048,1,2048,0
native:cta,cdouble,2048,1,512,T,native:cta,0.01549,0.01555,0.0097,2166.4,2.280,0.00e+00,2048,1,2048,0
vendor,float,2048,1,512,C,vendor:auto,0.01227,0.01232,0.0098,683.7,0.720,0.00e+00,2048,1,2048,0
native:direct,float,2048,1,512,C,native:direct,0.08675,0.08676,0.0014,96.7,0.102,0.00e+00,2048,1,2048,0
native:cta,float,2048,1,512,C,native:cta,0.00815,0.00820,0.0148,1029.4,1.084,0.00e+00,2048,1,2048,0
vendor,double,2048,1,512,C,vendor:auto,0.02166,0.02191,0.0255,774.8,0.816,0.00e+00,2048,1,2048,0
native:direct,double,2048,1,512,C,native:direct,0.12518,0.12519,0.0011,134.1,0.141,0.00e+00,2048,1,2048,0
native:cta,double,2048,1,512,C,native:cta,0.01022,0.01024,0.0090,1642.0,1.728,0.00e+00,2048,1,2048,0
vendor,cfloat,2048,1,512,C,vendor:auto,0.01525,0.01526,0.0145,1100.1,1.158,0.00e+00,2048,1,2048,0
native:direct,cfloat,2048,1,512,C,native:direct,0.16999,0.17000,0.0013,98.7,0.104,0.00e+00,2048,1,2048,0
native:cta,cfloat,2048,1,512,C,native:cta,0.00980,0.00984,0.0136,1711.7,1.802,0.00e+00,2048,1,2048,0
vendor,cdouble,2048,1,512,C,vendor:auto,0.03921,0.03917,0.0040,855.9,0.901,0.00e+00,2048,1,2048,0
native:direct,cdouble,2048,1,512,C,native:direct,0.25952,0.25947,0.0007,129.3,0.136,0.00e+00,2048,1,2048,0
native:cta,cdouble,2048,1,512,C,native:cta,0.01550,0.01551,0.0054,2165.5,2.279,0.00e+00,2048,1,2048,0
vendor,float,4,1024,512,N,vendor:auto,0.01049,0.01060,0.0268,1000.2,1.053,0.00e+00,4,4,1024,0
native:direct,float,4,1024,512,N,native:direct,0.01020,0.01022,0.0079,1028.4,1.083,0.00e+00,4,4,1024,0
vendor,double,4,1024,512,N,vendor:auto,0.01554,0.01556,0.0129,1350.4,1.421,0.00e+00,4,4,1024,0
native:direct,double,4,1024,512,N,native:direct,0.01263,0.01266,0.0158,1661.6,1.749,0.00e+00,4,4,1024,0
vendor,cfloat,4,1024,512,N,vendor:auto,0.01230,0.01234,0.0177,1706.3,1.796,0.00e+00,4,4,1024,0
native:direct,cfloat,4,1024,512,N,native:direct,0.01146,0.01180,0.0839,1830.8,1.927,0.00e+00,4,4,1024,0
vendor,cdouble,4,1024,512,N,vendor:auto,0.03401,0.03409,0.0079,1234.3,1.299,0.00e+00,4,4,1024,0
native:direct,cdouble,4,1024,512,N,native:direct,0.02014,0.02018,0.0082,2084.3,2.194,0.00e+00,4,4,1024,0
vendor,float,1024,4,512,T,vendor:auto,0.00958,0.00957,0.0125,1095.4,1.153,0.00e+00,1024,4,1024,0
native:direct,float,1024,4,512,T,native:direct,0.03718,0.03718,0.0017,282.3,0.297,0.00e+00,1024,4,1024,0
native:cta,float,1024,4,512,T,native:cta,0.00810,0.00810,0.0075,1294.8,1.363,0.00e+00,1024,4,1024,0
vendor,double,1024,4,512,T,vendor:auto,0.01284,0.01287,0.0118,1634.8,1.721,0.00e+00,1024,4,1024,0
native:direct,double,1024,4,512,T,native:direct,0.05657,0.05662,0.0019,371.0,0.391,0.00e+00,1024,4,1024,0
native:cta,double,1024,4,512,T,native:cta,0.01095,0.01096,0.0074,1916.9,2.018,0.00e+00,1024,4,1024,0
vendor,cfloat,1024,4,512,T,vendor:auto,0.01163,0.01169,0.0118,1804.9,1.900,0.00e+00,1024,4,1024,0
native:direct,cfloat,1024,4,512,T,native:direct,0.06989,0.06990,0.0011,300.3,0.316,0.00e+00,1024,4,1024,0
native:cta,cfloat,1024,4,512,T,native:cta,0.01012,0.01016,0.0086,2074.3,2.183,0.00e+00,1024,4,1024,0
vendor,cdouble,1024,4,512,T,vendor:auto,0.02255,0.02312,0.0818,1861.3,1.959,0.00e+00,1024,4,1024,0
native:direct,cdouble,1024,4,512,T,native:direct,0.12124,0.12126,0.0010,346.2,0.364,0.00e+00,1024,4,1024,0
native:cta,cdouble,1024,4,512,T,native:cta,0.02437,0.02449,0.0189,1722.7,1.813,0.00e+00,1024,4,1024,0
vendor,float,1024,4,512,C,vendor:auto,0.00944,0.00946,0.0091,1111.8,1.170,0.00e+00,1024,4,1024,0
native:direct,float,1024,4,512,C,native:direct,0.03701,0.03714,0.0117,283.5,0.298,0.00e+00,1024,4,1024,0
native:cta,float,1024,4,512,C,native:cta,0.00798,0.00800,0.0126,1314.7,1.384,0.00e+00,1024,4,1024,0
vendor,double,1024,4,512,C,vendor:auto,0.01299,0.01300,0.0109,1615.3,1.700,0.00e+00,1024,4,1024,0
native:direct,double,1024,4,512,C,native:direct,0.05661,0.05661,0.0021,370.8,0.390,0.00e+00,1024,4,1024,0
native:cta,double,1024,4,512,C,native:cta,0.01099,0.01101,0.0105,1910.1,2.011,0.00e+00,1024,4,1024,0
vendor,cfloat,1024,4,512,C,vendor:auto,0.01164,0.01166,0.0131,1802.5,1.897,0.00e+00,1024,4,1024,0
native:direct,cfloat,1024,4,512,C,native:direct,0.06979,0.06982,0.0017,300.7,0.317,0.00e+00,1024,4,1024,0
native:cta,cfloat,1024,4,512,C,native:cta,0.01010,0.01012,0.0080,2077.8,2.187,0.00e+00,1024,4,1024,0
vendor,cdouble,1024,4,512,C,vendor:auto,0.02236,0.02244,0.0109,1876.9,1.976,0.00e+00,1024,4,1024,0
native:direct,cdouble,1024,4,512,C,native:direct,0.12117,0.12116,0.0006,346.4,0.365,0.00e+00,1024,4,1024,0
native:cta,cdouble,1024,4,512,C,native:cta,0.02436,0.02436,0.0030,1723.1,1.814,0.00e+00,1024,4,1024,0
vendor,float,16,512,512,N,vendor:auto,0.01138,0.01142,0.0138,1569.2,1.652,0.00e+00,16,16,512,0
native:direct,float,16,512,512,N,native:direct,0.01423,0.01421,0.0053,1254.6,1.321,0.00e+00,16,16,512,0
vendor,double,16,512,512,N,vendor:auto,0.01698,0.01702,0.0076,2103.7,2.214,0.00e+00,16,16,512,0
native:direct,double,16,512,512,N,native:direct,0.01907,0.01906,0.0084,1872.7,1.971,0.00e+00,16,16,512,0
vendor,cfloat,16,512,512,N,vendor:auto,0.01447,0.01447,0.0096,2468.2,2.598,0.00e+00,16,16,512,0
native:direct,cfloat,16,512,512,N,native:direct,0.01619,0.01620,0.0054,2206.3,2.322,0.00e+00,16,16,512,0
vendor,cdouble,16,512,512,N,vendor:auto,0.03441,0.03449,0.0063,2076.2,2.185,0.00e+00,16,16,512,0
native:direct,cdouble,16,512,512,N,native:direct,0.03398,0.03399,0.0042,2102.0,2.213,0.00e+00,16,16,512,0
vendor,float,512,16,512,T,vendor:auto,0.01088,0.01090,0.0120,1641.6,1.728,0.00e+00,512,16,512,0
native:direct,float,512,16,512,T,native:direct,0.02118,0.02121,0.0074,843.0,0.887,0.00e+00,512,16,512,0
native:cta,float,512,16,512,T,native:cta,0.00988,0.00989,0.0100,1807.4,1.902,0.00e+00,512,16,512,0
vendor,double,512,16,512,T,vendor:auto,0.01722,0.01726,0.0094,2074.4,2.184,0.00e+00,512,16,512,0
native:direct,double,512,16,512,T,native:direct,0.03094,0.03095,0.0028,1154.5,1.215,0.00e+00,512,16,512,0
native:cta,double,512,16,512,T,native:cta,0.01819,0.01840,0.0345,1963.0,2.066,0.00e+00,512,16,512,0
vendor,cfloat,512,16,512,T,vendor:auto,0.01480,0.01484,0.0123,2413.0,2.540,0.00e+00,512,16,512,0
native:direct,cfloat,512,16,512,T,native:direct,0.04201,0.04317,0.0913,850.2,0.895,0.00e+00,512,16,512,0
native:cta,cfloat,512,16,512,T,native:cta,0.01345,0.01345,0.0115,2654.8,2.794,0.00e+00,512,16,512,0
vendor,cdouble,512,16,512,T,vendor:auto,0.03442,0.03445,0.0036,2075.2,2.184,0.00e+00,512,16,512,0
native:direct,cdouble,512,16,512,T,native:direct,0.06524,0.06592,0.0303,1095.0,1.153,0.00e+00,512,16,512,0
native:cta,cdouble,512,16,512,T,native:cta,0.04644,0.04643,0.0020,1538.2,1.619,0.00e+00,512,16,512,0
vendor,float,512,16,512,C,vendor:auto,0.01088,0.01091,0.0088,1641.4,1.728,0.00e+00,512,16,512,0
native:direct,float,512,16,512,C,native:direct,0.02111,0.02112,0.0066,845.8,0.890,0.00e+00,512,16,512,0
native:cta,float,512,16,512,C,native:cta,0.00987,0.00987,0.0124,1808.6,1.904,0.00e+00,512,16,512,0
vendor,double,512,16,512,C,vendor:auto,0.01726,0.01728,0.0130,2069.4,2.178,0.00e+00,512,16,512,0
native:direct,double,512,16,512,C,native:direct,0.03081,0.03081,0.0034,1159.1,1.220,0.00e+00,512,16,512,0
native:cta,double,512,16,512,C,native:cta,0.01804,0.01804,0.0059,1979.6,2.084,0.00e+00,512,16,512,0
vendor,cfloat,512,16,512,C,vendor:auto,0.01460,0.01492,0.0620,2446.4,2.575,0.00e+00,512,16,512,0
native:direct,cfloat,512,16,512,C,native:direct,0.04725,0.04497,0.0755,756.0,0.796,0.00e+00,512,16,512,0
native:cta,cfloat,512,16,512,C,native:cta,0.01346,0.01394,0.0446,2652.6,2.792,0.00e+00,512,16,512,0
vendor,cdouble,512,16,512,C,vendor:auto,0.03482,0.03487,0.0052,2051.3,2.159,0.00e+00,512,16,512,0
native:direct,cdouble,512,16,512,C,native:direct,0.11111,0.11117,0.0057,642.9,0.677,0.00e+00,512,16,512,0
native:cta,cdouble,512,16,512,C,native:cta,0.04639,0.04642,0.0019,1539.9,1.621,0.00e+00,512,16,512,0
vendor,float,16,2048,512,N,vendor:auto,0.02332,0.02325,0.0080,3058.3,3.219,0.00e+00,16,16,2048,0
native:direct,float,16,2048,512,N,native:direct,0.03869,0.03878,0.0089,1843.7,1.941,0.00e+00,16,16,2048,0
vendor,double,16,2048,512,N,vendor:auto,0.15785,0.15785,0.0010,903.9,0.951,0.00e+00,16,16,2048,0
native:direct,double,16,2048,512,N,native:direct,0.16220,0.16221,0.0022,879.6,0.926,0.00e+00,16,16,2048,0
vendor,cfloat,16,2048,512,N,vendor:auto,0.14854,0.14858,0.0014,960.5,1.011,0.00e+00,16,16,2048,0
native:direct,cfloat,16,2048,512,N,native:direct,0.15979,0.16004,0.0042,892.9,0.940,0.00e+00,16,16,2048,0
vendor,cdouble,16,2048,512,N,vendor:auto,0.31629,0.31626,0.0019,902.2,0.950,0.00e+00,16,16,2048,0
native:direct,cdouble,16,2048,512,N,native:direct,0.31637,0.31620,0.0022,901.9,0.949,0.00e+00,16,16,2048,0
vendor,float,2048,16,512,T,vendor:auto,0.02184,0.02230,0.0527,3266.6,3.439,0.00e+00,2048,16,2048,0
native:direct,float,2048,16,512,T,native:direct,0.06961,0.06955,0.0033,1024.8,1.079,0.00e+00,2048,16,2048,0
native:cta,float,2048,16,512,T,native:cta,0.02470,0.02474,0.0108,2887.6,3.040,0.00e+00,2048,16,2048,0
vendor,double,2048,16,512,T,vendor:auto,0.15044,0.15046,0.0028,948.3,0.998,0.00e+00,2048,16,2048,0
native:direct,double,2048,16,512,T,native:direct,0.72146,0.72208,0.0041,197.8,0.208,0.00e+00,2048,16,2048,0
native:cta,double,2048,16,512,T,native:cta,0.15977,0.15987,0.0022,893.0,0.940,0.00e+00,2048,16,2048,0
vendor,cfloat,2048,16,512,T,vendor:auto,0.15729,0.15727,0.0010,907.1,0.955,0.00e+00,2048,16,2048,0
native:direct,cfloat,2048,16,512,T,native:direct,0.71247,0.71128,0.0035,200.2,0.211,0.00e+00,2048,16,2048,0
native:cta,cfloat,2048,16,512,T,native:cta,0.15710,0.15704,0.0018,908.2,0.956,0.00e+00,2048,16,2048,0
vendor,cdouble,2048,16,512,T,vendor:auto,0.31202,0.31236,0.0038,914.5,0.963,0.00e+00,2048,16,2048,0
native:direct,cdouble,2048,16,512,T,native:direct,1.38595,1.38413,0.0044,205.9,0.217,0.00e+00,2048,16,2048,0
native:cta,cdouble,2048,16,512,T,native:cta,0.33154,0.33137,0.0029,860.7,0.906,0.00e+00,2048,16,2048,0
vendor,float,2048,16,512,C,vendor:auto,0.02184,0.02182,0.0068,3266.6,3.439,0.00e+00,2048,16,2048,0
native:direct,float,2048,16,512,C,native:direct,0.06950,0.06980,0.0198,1026.4,1.080,0.00e+00,2048,16,2048,0
native:cta,float,2048,16,512,C,native:cta,0.02402,0.02401,0.0053,2970.5,3.127,0.00e+00,2048,16,2048,0
vendor,double,2048,16,512,C,vendor:auto,0.15038,0.15040,0.0019,948.7,0.999,0.00e+00,2048,16,2048,0
native:direct,double,2048,16,512,C,native:direct,0.72488,0.72559,0.0044,196.8,0.207,0.00e+00,2048,16,2048,0
native:cta,double,2048,16,512,C,native:cta,0.15930,0.15943,0.0023,895.6,0.943,0.00e+00,2048,16,2048,0
vendor,cfloat,2048,16,512,C,vendor:auto,0.15698,0.15703,0.0018,908.8,0.957,0.00e+00,2048,16,2048,0
native:direct,cfloat,2048,16,512,C,native:direct,0.73883,0.73876,0.0031,193.1,0.203,0.00e+00,2048,16,2048,0
native:cta,cfloat,2048,16,512,C,native:cta,0.15690,0.15692,0.0017,909.3,0.957,0.00e+00,2048,16,2048,0
vendor,cdouble,2048,16,512,C,vendor:auto,0.30988,0.31005,0.0018,920.8,0.969,0.00e+00,2048,16,2048,0
native:direct,cdouble,2048,16,512,C,native:direct,1.35510,1.35863,0.0070,210.6,0.222,0.00e+00,2048,16,2048,0
native:cta,cdouble,2048,16,512,C,native:cta,0.33232,0.33297,0.0075,858.6,0.904,0.00e+00,2048,16,2048,0
vendor,float,64,64,512,N,vendor:auto,0.00907,0.00910,0.0139,953.7,1.004,0.00e+00,64,64,64,0
native:direct,float,64,64,512,N,native:direct,0.00776,0.00772,0.0114,1115.4,1.174,0.00e+00,64,64,64,0
vendor,double,64,64,512,N,vendor:auto,0.01260,0.01264,0.0134,1373.5,1.446,0.00e+00,64,64,64,0
native:direct,double,64,64,512,N,native:direct,0.01063,0.01068,0.0141,1627.0,1.713,0.00e+00,64,64,64,0
vendor,cfloat,64,64,512,N,vendor:auto,0.01104,0.01111,0.0214,1567.0,1.649,0.00e+00,64,64,64,0
native:direct,cfloat,64,64,512,N,native:direct,0.00971,0.00971,0.0100,1782.7,1.877,0.00e+00,64,64,64,0
vendor,cdouble,64,64,512,N,vendor:auto,0.02453,0.02472,0.0156,1410.7,1.485,0.00e+00,64,64,64,0
native:direct,cdouble,64,64,512,N,native:direct,0.01835,0.01838,0.0057,1885.6,1.985,0.00e+00,64,64,64,0
vendor,float,64,64,512,T,vendor:auto,0.01089,0.01115,0.0555,794.4,0.836,0.00e+00,64,64,64,0
native:direct,float,64,64,512,T,native:direct,0.01195,0.01193,0.0067,724.2,0.762,0.00e+00,64,64,64,0
native:cta,float,64,64,512,T,native:cta,0.01007,0.01008,0.0086,859.2,0.904,0.00e+00,64,64,64,0
vendor,double,64,64,512,T,vendor:auto,0.01332,0.01339,0.0175,1298.7,1.367,0.00e+00,64,64,64,0
native:direct,double,64,64,512,T,native:direct,0.01230,0.01242,0.0287,1406.1,1.480,0.00e+00,64,64,64,0
native:cta,double,64,64,512,T,native:cta,0.02173,0.02172,0.0050,796.2,0.838,0.00e+00,64,64,64,0
vendor,cfloat,64,64,512,T,vendor:auto,0.01196,0.01196,0.0062,1446.9,1.523,0.00e+00,64,64,64,0
native:direct,cfloat,64,64,512,T,native:direct,0.01801,0.01804,0.0056,960.8,1.011,0.00e+00,64,64,64,0
native:cta,cfloat,64,64,512,T,native:cta,0.01140,0.01138,0.0075,1517.4,1.597,0.00e+00,64,64,64,0
vendor,cdouble,64,64,512,T,vendor:auto,0.02389,0.02407,0.0177,1448.7,1.525,0.00e+00,64,64,64,0
native:direct,cdouble,64,64,512,T,native:direct,0.02299,0.02296,0.0059,1505.2,1.584,0.00e+00,64,64,64,0
native:cta,cdouble,64,64,512,T,native:cta,0.05384,0.05391,0.0028,642.7,0.677,0.00e+00,64,64,64,0
vendor,float,64,64,512,C,vendor:auto,0.01066,0.01068,0.0121,811.8,0.855,0.00e+00,64,64,64,0
native:direct,float,64,64,512,C,native:direct,0.01199,0.01196,0.0065,721.8,0.760,0.00e+00,64,64,64,0
native:cta,float,64,64,512,C,native:cta,0.01004,0.01006,0.0121,861.5,0.907,0.00e+00,64,64,64,0
vendor,double,64,64,512,C,vendor:auto,0.01301,0.01308,0.0168,1330.1,1.400,0.00e+00,64,64,64,0
native:direct,double,64,64,512,C,native:direct,0.01259,0.01254,0.0076,1374.2,1.447,0.00e+00,64,64,64,0
native:cta,double,64,64,512,C,native:cta,0.02157,0.02158,0.0078,802.0,0.844,0.00e+00,64,64,64,0
vendor,cfloat,64,64,512,C,vendor:auto,0.01197,0.01219,0.0453,1444.9,1.521,0.00e+00,64,64,64,0
native:direct,cfloat,64,64,512,C,native:direct,0.01786,0.01792,0.0053,968.8,1.020,0.00e+00,64,64,64,0
native:cta,cfloat,64,64,512,C,native:cta,0.01137,0.01135,0.0066,1521.5,1.602,0.00e+00,64,64,64,0
vendor,cdouble,64,64,512,C,vendor:auto,0.02473,0.02473,0.0130,1399.5,1.473,0.00e+00,64,64,64,0
native:direct,cdouble,64,64,512,C,native:direct,0.02284,0.02285,0.0062,1515.1,1.595,0.00e+00,64,64,64,0
native:cta,cdouble,64,64,512,C,native:cta,0.05418,0.05429,0.0097,638.7,0.672,0.00e+00,64,64,64,0
vendor,float,64,512,512,N,vendor:auto,0.02114,0.02113,0.0151,3230.1,3.400,0.00e+00,64,64,512,0
