type,side,route,n,q,batch,ms,sd_pct
float,Left,vendor,128,1024,512,2.36123,2.244677562118049
float,Left,vendor,128,4096,512,9.00821,0.1634808691182821
float,Left,vendor,128,256,2048,2.37172,2.945023021267266
float,Left,vendor,128,1024,2048,8.95859,0.11944513589750173
float,Left,vendor,256,256,128,0.358522,1.4296779556066295
float,Left,vendor,256,1024,128,1.52966,0.39288730829073126
float,Left,vendor,256,4096,128,6.0228,0.2985106594939231
float,Left,vendor,256,256,512,1.57879,1.6957670114454741
float,Left,vendor,256,1024,512,6.04331,0.37687459355882785
float,Left,vendor,256,4096,512,23.5294,0.11442663221331612
float,Left,vendor,256,256,2048,6.20841,1.6511635024104403
float,Left,vendor,256,1024,2048,23.5702,0.45395881239870683
float,Left,vendor,512,256,128,1.00932,1.0338445686204574
float,Left,vendor,512,1024,128,3.64223,0.2598910557543043
float,Left,vendor,512,4096,128,14.3651,0.19720920842876138
float,Left,vendor,512,256,512,3.8076,1.2735581468641664
float,Left,vendor,512,1024,512,14.2924,0.24025216198818952
float,Left,vendor,512,256,2048,14.9655,0.1604216364304567
float,Left,native,8,256,128,0.0101228,1.3500217331173194
float,Left,native,8,1024,128,0.0118618,5.645365796084911
float,Left,native,8,4096,128,0.0205846,1.4615149189199692
float,Left,native,8,256,512,0.0110109,2.473766903704511
float,Left,native,8,1024,512,0.0197295,0.6704478065840492
float,Left,native,8,4096,512,0.136438,0.29953385420484024
float,Left,native,8,256,2048,0.0198587,2.671947307729106
float,Left,native,8,1024,2048,0.137645,0.20036107377674453
float,Left,native,8,4096,2048,0.591901,0.24578265622122616
float,Left,native,16,256,128,0.0123371,2.77407980805862
float,Left,native,16,1024,128,0.0151518,0.7975290064546787
float,Left,native,16,4096,128,0.0357143,0.26593465362613855
float,Left,native,16,256,512,0.0159329,6.752756874140929
float,Left,native,16,1024,512,0.036094,2.823876544578046
float,Left,native,16,4096,512,0.304948,1.122394637774309
float,Left,native,16,256,2048,0.0362729,3.848768639948833
float,Left,native,16,1024,2048,0.304374,0.1327337420410416
float,Left,native,16,4096,2048,1.18636,0.13652854108365084
float,Left,native,32,256,128,0.0215304,3.366565414483706
float,Left,native,32,1024,128,0.0308267,0.3257014211706086
float,Left,native,32,4096,128,0.148135,0.2571215445370777
float,Left,native,32,256,512,0.0309489,4.112811763907602
float,Left,native,32,1024,512,0.153466,0.20530931932805965
float,Left,native,32,4096,512,0.610976,0.07285818100874666
float,Left,native,32,256,2048,0.161827,1.7934399080499546
float,Left,native,32,1024,2048,0.615427,0.30595830212194136
float,Left,native,32,4096,2048,2.35853,0.05123530334572806
float,Left,native,64,256,128,0.0517814,3.0139779920975487
float,Left,native,64,1024,128,0.100158,0.16206693424389462
float,Left,native,64,4096,128,0.53972,0.38898317646186914
float,Left,native,64,256,512,0.107287,1.7136558949360128
float,Left,native,64,1024,512,0.537838,0.3984452567501738
float,Left,native,64,4096,512,2.14896,0.20747710520437793
float,Left,native,64,256,2048,0.566284,0.7165326938426655
float,Left,native,64,1024,2048,2.15014,0.11100532988549582
float,Left,native,64,4096,2048,8.47493,0.049288430700902545
float,Left,native,128,256,128,0.137902,4.006330582587635
float,Left,native,128,1024,128,0.347716,0.6301349377077845
float,Left,native,128,4096,128,1.69696,0.21857203469734113
float,Left,native,128,256,512,0.359562,2.9456950400765374
float,Left,native,128,1024,512,1.66782,0.18805446630931394
float,Left,native,128,4096,512,6.72411,0.057751583480936515
float,Left,native,128,256,2048,1.76676,1.361611084697412
float,Left,native,128,1024,2048,6.61813,0.06288196212525289
float,Left,native,256,256,128,0.32052,3.1312242605765626
float,Left,native,256,1024,128,1.02887,0.7874891871665032
float,Left,native,256,4096,128,6.55808,0.35376665121498974
float,Left,native,256,256,512,1.13151,1.2397150710113034
float,Left,native,256,1024,512,6.59382,0.33324688875340847
float,Left,native,256,4096,512,27.1598,0.16020110604643625
float,Left,native,256,256,2048,6.8977,0.2350421154877713
float,Left,native,256,1024,2048,27.2781,0.17254757479443217
float,Left,native,512,256,128,0.818503,0.8974469244462145
float,Left,native,512,1024,128,3.29729,0.23543394727185055
float,Left,native,512,4096,128,18.5604,0.12350110988987305
float,Left,native,512,256,512,3.6201,0.5724399878456395
float,Left,native,512,1024,512,18.7999,0.17339028399087228
float,Left,native,512,256,2048,19.6746,0.17554766043528203
float,Right,vendor,8,256,128,0.0238945,1.2597250413275023
float,Right,vendor,8,1024,128,0.0346696,4.343430555876041
float,Right,vendor,8,4096,128,0.0775944,1.0303423958429991
float,Right,vendor,8,256,512,0.0314593,3.2015016227315924
float,Right,vendor,8,1024,512,0.0742087,0.18661289040233828
float,Right,vendor,8,4096,512,0.256712,0.17386682352207922
float,Right,vendor,8,256,2048,0.0848145,19.59818191464903
float,Right,vendor,8,1024,2048,0.275736,15.992108393535847
float,Right,vendor,8,4096,2048,0.981507,1.7912455030886179
float,Right,vendor,16,256,128,0.0311484,27.822713205172658
float,Right,vendor,16,1024,128,0.0543987,9.949796594403912
float,Right,vendor,16,4096,128,0.148331,3.0965475861418046
float,Right,vendor,16,256,512,0.0531958,12.460626590821079
float,Right,vendor,16,1024,512,0.147692,1.0021531294856865
float,Right,vendor,16,4096,512,0.883294,8.635935486938665
float,Right,vendor,16,256,2048,0.162159,41.74600238037975
float,Right,vendor,16,1024,2048,0.851665,4.803402746385022
float,Right,vendor,16,4096,2048,3.38673,2.061670106562968
float,Right,vendor,32,256,128,0.04242,12.03991041961339
float,Right,vendor,32,1024,128,0.10174,1.679221545114999
float,Right,vendor,32,4096,128,0.593883,7.074086983463072
float,Right,vendor,32,256,512,0.108114,3.3273766579721404
float,Right,vendor,32,1024,512,0.588985,4.3993819876567315
float,Right,vendor,32,4096,512,2.4804,9.049306563457506
float,Right,vendor,32,256,2048,0.638343,12.20459846822163
float,Right,vendor,32,1024,2048,2.35916,0.5611488835009071
float,Right,vendor,32,4096,2048,9.52616,0.3256096895286243
float,Right,vendor,64,256,128,0.0830422,8.970583630973168
float,Right,vendor,64,1024,128,0.26142,10.111200367225155
float,Right,vendor,64,4096,128,1.73399,6.250036044037163
float,Right,vendor,64,256,512,0.260774,11.504942977444072
float,Right,vendor,64,1024,512,1.72744,1.437792340110221
float,Right,vendor,64,4096,512,6.67494,0.6922893688932035
float,Right,vendor,64,256,2048,1.84919,14.651874604556589
float,Right,vendor,64,1024,2048,6.63504,0.6048810557283754
float,Right,vendor,64,4096,2048,26.147,0.39432822121084643
float,Right,vendor,128,256,128,0.168666,7.8760390357274135
float,Right,vendor,128,1024,128,0.903758,10.588741676422229
float,Right,vendor,128,4096,128,3.87661,0.6517034212881875
float,Right,vendor,128,256,512,0.912221,7.677635134468512
float,Right,vendor,128,1024,512,3.95455,0.6038259726138245
float,Right,vendor,128,4096,512,14.9755,0.2258882841975226
float,Right,vendor,128,256,2048,4.18195,1.3629000824973996
float,Right,vendor,128,1024,2048,15.216,0.1979528128286015
float,Right,vendor,256,256,128,0.363111,12.616059552037806
float,Right,vendor,256,1024,128,2.2348,39.117012708072316
float,Right,vendor,256,4096,128,8.60616,0.6246363070172992
float,Right,vendor,256,256,512,2.24074,2.4431884109713757
float,Right,vendor,256,1024,512,8.8264,0.3151284782017584
float,Right,vendor,256,4096,512,33.3886,0.24109396620403373
float,Right,vendor,256,256,2048,9.61877,0.9929460835429063
float,Right,vendor,256,1024,2048,34.2545,0.15156548774613554
float,Right,vendor,512,256,128,1.0611,61.147394213551976
float,Right,vendor,512,1024,128,4.92314,20.54989295449652
float,Right,vendor,512,4096,128,18.8246,0.231886998926936
float,Right,vendor,512,256,512,5.13051,1.2799819121295932
float,Right,vendor,512,1024,512,19.0785,0.19251041748565142
float,Right,vendor,512,256,2048,20.8918,0.18016446644137893
float,Right,native,8,256,128,0.0109454,20.379794251466368
float,Right,native,8,1024,128,0.0126861,16.76228312877874
float,Right,native,8,4096,128,0.0191574,35.25191309885475
float,Right,native,8,256,512,0.0126969,20.813584418243824
float,Right,native,8,1024,512,0.018731,5.464310501307992
float,Right,native,8,4096,512,0.147829,54.89254476455906
float,Right,native,8,256,2048,0.0198192,33.730019375151365
float,Right,native,8,1024,2048,0.149172,38.41934143136782
float,Right,native,8,4096,2048,0.608483,3.5577329194077727
float,Right,native,16,256,128,0.0131305,3.9551273751951563
float,Right,native,16,1024,128,0.0167616,14.496527777777775
float,Right,native,16,4096,128,0.0311647,4.155374510263215
float,Right,native,16,256,512,0.0163973,9.509004531233801
float,Right,native,16,1024,512,0.0310279,3.1761737017329565
float,Right,native,16,4096,512,0.315804,8.613570442426317
float,Right,native,16,256,2048,0.0317219,7.050712599182269
float,Right,native,16,1024,2048,0.312956,3.1671097534477686
float,Right,native,16,4096,2048,1.27298,34.07123442630677
float,Right,native,32,256,128,0.0193915,3.381698166722533
float,Right,native,32,1024,128,0.0302683,5.417449939375518
float,Right,native,32,4096,128,0.176245,15.488496127549718
float,Right,native,32,256,512,0.0310991,13.767858233839565
float,Right,native,32,1024,512,0.174158,9.397041766671643
float,Right,native,32,4096,512,0.692539,7.808383354583641
float,Right,native,32,256,2048,0.18572,13.5637518845574
float,Right,native,32,1024,2048,0.684881,6.2913557245711305
float,Right,native,32,4096,2048,2.66637,5.111818689829244
float,Right,native,64,256,128,0.0531085,19.55656815763955
float,Right,native,64,1024,128,0.132944,16.295056565170295
float,Right,native,64,4096,128,0.721866,4.214327866944835
float,Right,native,64,256,512,0.144162,30.94803068769856
float,Right,native,64,1024,512,0.750159,16.470374947177863
float,Right,native,64,4096,512,3.00215,22.139333477674338
float,Right,native,64,256,2048,0.766849,14.215314879461276
float,Right,native,64,1024,2048,2.95732,16.063462865026445
float,Right,native,64,4096,2048,11.2951,0.2716204371807244
float,Right,native,128,256,128,0.172994,18.973201382706915
float,Right,native,128,1024,128,0.5747,16.58576648686271
float,Right,native,128,4096,128,2.64058,28.745465011474753
float,Right,native,128,256,512,0.57771,11.166346436793548
float,Right,native,128,1024,512,2.71242,38.92833705694546
float,Right,native,128,4096,512,10.0175,0.22629997504367358
float,Right,native,128,256,2048,2.67961,2.2476330510783287
float,Right,native,128,1024,2048,9.96238,0.23971982598535693
float,Right,native,256,256,128,0.358214,7.2178641817461076
float,Right,native,256,1024,128,1.30039,3.065441905889772
float,Right,native,256,4096,128,5.48745,0.3244312021066251
float,Right,native,256,256,512,1.43244,3.6635740414956297
float,Right,native,256,1024,512,5.5583,0.24379756400338232
float,Right,native,256,4096,512,21.5475,0.09019422206752524
float,Right,native,256,256,2048,5.84173,0.32354114277791
float,Right,native,256,1024,2048,21.7795,0.2757689570467642
float,Right,native,512,256,128,0.994349,7.8080231387571155
float,Right,native,512,1024,128,3.79594,0.37760080507068083
float,Right,native,512,4096,128,15.0313,0.7345938142409506
float,Right,native,512,256,512,4.17477,2.343743487665189
float,Right,native,512,1024,512,15.2796,0.19638603104793317
float,Right,native,512,256,2048,16.2093,0.15476424028181354
complex<float>,Left,vendor,8,256,128,0.0204474,9.870888230288447
complex<float>,Left,vendor,8,1024,128,0.0425704,7.469650273429425
complex<float>,Left,vendor,8,4096,128,0.14754,33.4412362749085
complex<float>,Left,vendor,8,256,512,0.041761,19.242379253370366
complex<float>,Left,vendor,8,1024,512,0.148481,51.29390292360639
complex<float>,Left,vendor,8,4096,512,0.538181,6.977243715404297
complex<float>,Left,vendor,8,256,2048,0.145053,4.10711257264586
complex<float>,Left,vendor,8,1024,2048,0.549793,7.562428041099105
complex<float>,Left,vendor,8,4096,2048,2.03112,0.5075475599669147
complex<float>,Left,vendor,16,256,128,0.0775774,5.695498946858234
complex<float>,Left,vendor,16,1024,128,0.182942,0.7791431163975467
complex<float>,Left,vendor,16,4096,128,0.825128,10.019512124179522
complex<float>,Left,vendor,16,256,512,0.186973,2.0927246179929724
complex<float>,Left,vendor,16,1024,512,0.8334,9.4556875449964
complex<float>,Left,vendor,16,4096,512,3.11922,0.5564403921493194
complex<float>,Left,vendor,16,256,2048,0.856206,13.058306061858945
complex<float>,Left,vendor,16,1024,2048,3.11915,0.7707740890947855
complex<float>,Left,vendor,16,4096,2048,12.2816,4.913317483064096
complex<float>,Left,vendor,32,256,128,0.261107,21.331867778343746
complex<float>,Left,vendor,32,1024,128,0.692879,13.328546542758545
complex<float>,Left,vendor,32,4096,128,3.2326,9.571706985089401
complex<float>,Left,vendor,32,256,512,0.691272,13.663854459604902
complex<float>,Left,vendor,32,1024,512,3.22856,0.7300716108729588
complex<float>,Left,vendor,32,4096,512,13.0303,0.9980046506987559
complex<float>,Left,vendor,32,256,2048,3.41705,3.687303375718822
complex<float>,Left,vendor,32,1024,2048,13.1079,1.1862464620572326
complex<float>,Left,vendor,32,4096,2048,52.8111,0.2955363550465716
complex<float>,Left,vendor,64,256,128,0.990269,17.292876985950283
complex<float>,Left,vendor,64,1024,128,2.78538,1.5382353574736662
complex<float>,Left,vendor,64,4096,128,12.3874,1.1992266335147004
complex<float>,Left,vendor,64,256,512,2.84667,9.972388791113827
complex<float>,Left,vendor,64,1024,512,12.3755,1.597899074784857
complex<float>,Left,vendor,64,4096,512,51.0701,0.6082110667494287
complex<float>,Left,vendor,64,256,2048,12.8266,3.6598708932998614
complex<float>,Left,vendor,64,1024,2048,50.9625,0.7396438557763062
complex<float>,Left,vendor,128,256,128,3.91131,31.99081637609906
complex<float>,Left,vendor,128,1024,128,25.5911,0.39129619281703404
complex<float>,Left,vendor,128,4096,128,114.424,0.26683300706145563
complex<float>,Left,vendor,128,256,512,27.4809,0.5018394594063513
complex<float>,Left,vendor,128,1024,512,117.386,0.26267101698669343
complex<float>,Left,vendor,128,4096,512,489.961,0.18558293415190188
complex<float>,Left,vendor,128,256,2048,124.404,0.4632568084627504
complex<float>,Left,vendor,128,1024,2048,499.96,0.23267861428914313
complex<float>,Left,vendor,256,256,128,14.6682,4.002699717756779
complex<float>,Left,vendor,256,1024,128,132.078,0.5531004406487076
complex<float>,Left,vendor,256,4096,128,548.931,0.19061229917785658
complex<float>,Left,vendor,256,256,512,141.298,0.18189995612110577
complex<float>,Left,vendor,256,1024,512,565.041,0.3516293507904736
complex<float>,Left,vendor,256,256,2048,600.195,0.4439490498921183
complex<float>,Left,vendor,512,256,128,112.608,0.2702410130718954
complex<float>,Left,vendor,512,1024,128,575.161,0.1790333489231711
complex<float>,Left,vendor,512,4096,128,2322.8,0.04029404167384191
complex<float>,Left,vendor,512,256,512,600.935,0.08820704402306406
complex<float>,Left,vendor,512,1024,512,2377.14,0.049553665328924676
complex<float>,Left,native,8,256,128,0.0151599,5.34062229961939
complex<float>,Left,native,8,1024,128,0.0362304,0.2659970632397103
complex<float>,Left,native,8,4096,128,0.102854,0.34765881735275245
complex<float>,Left,native,8,256,512,0.0372511,3.0369304530604464
complex<float>,Left,native,8,1024,512,0.103082,0.32137521584757767
complex<float>,Left,native,8,4096,512,0.380555,0.6345600504526284
complex<float>,Left,native,8,256,2048,0.107557,3.605799715499688
complex<float>,Left,native,8,1024,2048,0.378867,0.14923759525110392
complex<float>,Left,native,8,4096,2048,1.4398,0.19537644117238503
complex<float>,Left,native,16,256,128,0.0405839,2.509443399968953
complex<float>,Left,native,16,1024,128,0.128584,0.3913138493125116
complex<float>,Left,native,16,4096,128,0.476002,0.18791622724274268
complex<float>,Left,native,16,256,512,0.136805,2.427330872409634
complex<float>,Left,native,16,1024,512,0.475804,0.1520531563416869
complex<float>,Left,native,16,4096,512,1.83165,0.236711708022821
complex<float>,Left,native,16,256,2048,0.477643,1.7884842863812511
complex<float>,Left,native,16,1024,2048,1.82875,0.21803964456596037
complex<float>,Left,native,16,4096,2048,7.2451,0.0906725925108004
complex<float>,Left,native,32,256,128,0.0753969,2.1628077546954847
complex<float>,Left,native,32,1024,128,0.248647,0.3472501176366496
complex<float>,Left,native,32,4096,128,0.965142,0.458354314701878
complex<float>,Left,native,32,256,512,0.254469,3.515787777686084
complex<float>,Left,native,32,1024,512,0.963594,0.2448282160328935
complex<float>,Left,native,32,4096,512,3.79789,0.37500296217110024
complex<float>,Left,native,32,256,2048,1.02132,3.1343653311400934
complex<float>,Left,native,32,1024,2048,3.80177,0.38383700223843104
complex<float>,Left,native,32,4096,2048,15.1672,0.22560986866395907
complex<float>,Left,native,64,256,128,0.203364,3.9402008221710827
complex<float>,Left,native,64,1024,128,0.681039,0.20226154449304665
complex<float>,Left,native,64,4096,128,2.64466,0.3792774874653075
complex<float>,Left,native,64,256,512,0.688221,2.0637847435634775
complex<float>,Left,native,64,1024,512,2.65231,0.40820266107657094
complex<float>,Left,native,64,4096,512,10.4116,0.2708815167697568
complex<float>,Left,native,64,256,2048,2.7895,3.788564258827747
complex<float>,Left,native,64,1024,2048,10.4098,0.23677015888873942
complex<float>,Left,native,128,256,128,0.544955,2.6544393573781324
complex<float>,Left,native,128,1024,128,2.06538,0.3153061422111185
complex<float>,Left,native,128,4096,128,7.81377,0.2531454086823646
complex<float>,Left,native,128,256,512,2.24414,0.3905643141693477
complex<float>,Left,native,128,1024,512,7.84312,0.2618447760585073
complex<float>,Left,native,128,4096,512,30.4157,0.08419894988443467
complex<float>,Left,native,128,256,2048,8.04556,3.9940414340331807
complex<float>,Left,native,128,1024,2048,30.5399,0.17058896721993194
complex<float>,Left,native,256,256,128,1.82663,3.9206078954139594
complex<float>,Left,native,256,1024,128,6.7084,0.3476432532347504
complex<float>,Left,native,256,4096,128,25.7067,0.11635643625980775
complex<float>,Left,native,256,256,512,6.94032,4.135342462595385
complex<float>,Left,native,256,1024,512,25.813,0.1537701933134467
complex<float>,Left,native,256,256,2048,25.8881,0.20724386880458587
complex<float>,Left,native,512,256,128,6.33906,1.5177218704350486
complex<float>,Left,native,512,1024,128,22.9299,0.13490682471358356
complex<float>,Left,native,512,4096,128,89.4466,0.10861050056681862
complex<float>,Left,native,512,256,512,24.096,3.794733565737052
complex<float>,Left,native,512,1024,512,89.7627,0.08626634448384463
complex<float>,Right,vendor,8,256,128,0.0132607,2.7700573876190546
complex<float>,Right,vendor,8,1024,128,0.015966,2.0497494676186894
complex<float>,Right,vendor,8,4096,128,0.0370333,0.29600656706261663
complex<float>,Right,vendor,8,256,512,0.0156195,5.058510195588847
complex<float>,Right,vendor,8,1024,512,0.0369865,0.7881335081719005
complex<float>,Right,vendor,8,4096,512,0.307749,0.549447764249437
complex<float>,Right,vendor,8,256,2048,0.0367686,3.1217669424454564
complex<float>,Right,vendor,8,1024,2048,0.308146,0.1511945636159483
complex<float>,Right,vendor,8,4096,2048,1.19064,0.10695760263387757
complex<float>,Right,vendor,16,256,128,0.0257078,3.4235095963092914
complex<float>,Right,vendor,16,1024,128,0.0342015,1.0273818399777785
complex<float>,Right,vendor,16,4096,128,0.159528,0.2267307306554335
complex<float>,Right,vendor,16,256,512,0.0341679,2.9767705946224376
complex<float>,Right,vendor,16,1024,512,0.16069,0.31948783371709505
complex<float>,Right,vendor,16,4096,512,0.629084,0.107246726987175
complex<float>,Right,vendor,16,256,2048,0.167629,1.456830262066826
complex<float>,Right,vendor,16,1024,2048,0.622953,0.12737333314070243
complex<float>,Right,vendor,16,4096,2048,2.41199,0.1266771421108711
complex<float>,Right,vendor,32,256,128,0.0838469,1.9521532698286996
complex<float>,Right,vendor,32,1024,128,0.118947,0.6071216592263781
complex<float>,Right,vendor,32,4096,128,0.521866,0.4171798890903028
complex<float>,Right,vendor,32,256,512,0.123482,4.582254903548696
complex<float>,Right,vendor,32,1024,512,0.53457,0.26205361318442866
complex<float>,Right,vendor,32,4096,512,1.87539,0.5691242888145933
complex<float>,Right,vendor,32,256,2048,0.547712,2.153686609020799
complex<float>,Right,vendor,32,1024,2048,1.87795,0.4119534598897734
complex<float>,Right,vendor,32,4096,2048,6.96112,0.8759653618957869
complex<float>,Right,vendor,64,256,128,0.340172,3.7625671719012734
complex<float>,Right,vendor,64,1024,128,0.506389,1.2520670867653128
complex<float>,Right,vendor,64,4096,128,2.43869,1.4693831524301986
complex<float>,Right,vendor,64,256,512,0.524919,2.2923917785410706
complex<float>,Right,vendor,64,1024,512,2.54627,1.0104780718462694
complex<float>,Right,vendor,64,4096,512,8.5153,1.9971932873768392
complex<float>,Right,vendor,64,256,2048,3.19249,1.9417695905077228
complex<float>,Right,vendor,64,1024,2048,8.94019,0.8884766431138489
complex<float>,Right,vendor,128,256,128,1.62618,2.69365629881071
complex<float>,Right,vendor,128,1024,128,5.59409,0.7358551614292942
complex<float>,Right,vendor,128,4096,128,27.5257,0.7467385025630593
complex<float>,Right,vendor,128,256,512,6.47944,0.6762312792463545
complex<float>,Right,vendor,128,1024,512,27.9553,0.4134099795029923
complex<float>,Right,vendor,128,4096,512,107.288,0.5775147267168743
complex<float>,Right,vendor,128,256,2048,30.4246,0.1339603478763895
complex<float>,Right,vendor,128,1024,2048,107.594,0.7861758090599849
complex<float>,Right,vendor,256,256,128,6.46792,3.394321512943883
complex<float>,Right,vendor,256,1024,128,34.3164,0.16257649403783614
complex<float>,Right,vendor,256,4096,128,138.958,0.17438218742353806
complex<float>,Right,vendor,256,256,512,35.5477,0.3679647347085747
complex<float>,Right,vendor,256,1024,512,140.424,0.14827166296359598
complex<float>,Right,vendor,256,256,2048,143.932,0.08667565239140707
complex<float>,Right,vendor,512,256,128,39.922,0.8051249937377887
complex<float>,Right,vendor,512,1024,128,147.48,0.07677447789530784
complex<float>,Right,vendor,512,4096,128,583.302,0.06043627486276406
complex<float>,Right,vendor,512,256,512,148.68,0.1760969868173258
complex<float>,Right,vendor,512,1024,512,591.117,0.09111732533491679
complex<float>,Right,native,8,256,128,0.00960795,1.6832831145041345
complex<float>,Right,native,8,1024,128,0.0127958,2.6542537395082766
complex<float>,Right,native,8,4096,128,0.0246541,0.30514032148810943
complex<float>,Right,native,8,256,512,0.0127352,2.965081035240907
complex<float>,Right,native,8,1024,512,0.0251316,0.3078630091199923
complex<float>,Right,native,8,4096,512,0.300885,0.1273207371587151
complex<float>,Right,native,8,256,2048,0.025066,3.249401579829251
complex<float>,Right,native,8,1024,2048,0.301952,0.14303266744383214
complex<float>,Right,native,8,4096,2048,1.18171,0.12175745318225281
complex<float>,Right,native,16,256,128,0.0126095,2.5025655259923076
complex<float>,Right,native,16,1024,128,0.0202642,0.4798639966048499
complex<float>,Right,native,16,4096,128,0.13687,0.21059545554175496
complex<float>,Right,native,16,256,512,0.0205861,2.8713063669174828
complex<float>,Right,native,16,1024,512,0.138481,0.19527299773976214
complex<float>,Right,native,16,4096,512,0.596335,0.24506191989401932
complex<float>,Right,native,16,256,2048,0.146533,0.9658711689517039
complex<float>,Right,native,16,1024,2048,0.599066,0.3726367378552614
complex<float>,Right,native,16,4096,2048,2.35345,0.08178206462852408
complex<float>,Right,native,32,256,128,0.0220898,3.068130992584813
complex<float>,Right,native,32,1024,128,0.0553867,0.5238929201414779
complex<float>,Right,native,32,4096,128,0.343264,0.08091002843292626
complex<float>,Right,native,32,256,512,0.0561075,3.3295370494140712
complex<float>,Right,native,32,1024,512,0.341522,0.31207945608189225
complex<float>,Right,native,32,4096,512,1.3091,0.7350905202047208
complex<float>,Right,native,32,256,2048,0.352381,0.4914453389938731
complex<float>,Right,native,32,1024,2048,1.30667,0.09137578730666504
complex<float>,Right,native,32,4096,2048,5.14798,0.05228283715165948
complex<float>,Right,native,64,256,128,0.0800551,2.3995722945821067
complex<float>,Right,native,64,1024,128,0.297228,0.08290403326739068
complex<float>,Right,native,64,4096,128,1.31497,0.10098405286812628
complex<float>,Right,native,64,256,512,0.297706,2.5031272463437078
complex<float>,Right,native,64,1024,512,1.31309,0.08855980930476967
complex<float>,Right,native,64,4096,512,5.12131,0.0448848048643804
complex<float>,Right,native,64,256,2048,1.36116,2.550765523524053
complex<float>,Right,native,64,1024,2048,5.12438,0.06512475655591506
complex<float>,Right,native,128,256,128,0.302997,3.4585820981725894
complex<float>,Right,native,128,1024,128,1.14058,0.09692349506391486
complex<float>,Right,native,128,4096,128,4.78937,0.04531180510171484
complex<float>,Right,native,128,256,512,1.1787,3.8894714515992197
complex<float>,Right,native,128,1024,512,4.77963,0.109233769141126
complex<float>,Right,native,128,4096,512,18.9111,0.012147363188815034
complex<float>,Right,native,128,256,2048,4.88438,2.5766422759899927
complex<float>,Right,native,128,1024,2048,18.953,0.008367013137761833
complex<float>,Right,native,256,256,128,1.2368,1.866647800776197
complex<float>,Right,native,256,1024,128,4.39556,0.1372921766509842
complex<float>,Right,native,256,4096,128,17.9549,0.2923692139750152
complex<float>,Right,native,256,256,512,4.75299,0.7515374532662599
complex<float>,Right,native,256,1024,512,17.9436,0.10305512829086692
complex<float>,Right,native,256,256,2048,18.0059,0.1728894417940786
complex<float>,Right,native,512,256,128,4.44725,0.1531161954016527
complex<float>,Right,native,512,1024,128,17.4131,0.2965169900821795
complex<float>,Right,native,512,4096,128,70.6753,0.9821988728735501
complex<float>,Right,native,512,256,512,18.3323,2.146364613278203
complex<float>,Right,native,512,1024,512,70.656,1.1164642776268114
